,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
17,17,Peru,"1,647,694",,"54,903 ",,"1,566,543",,"26,248","2,302","49,439","1,647","10,001,832","300,106","33,327,621 ",South America,20,607,3
18,18,Czechia,"1,581,184",+976,"27,918 ",+43,"1,466,296",+73,"86,970","1,157","147,437","2,603","14,397,254","1,342,471","10,724,441 ",Europe,7,384,1
19,19,Indonesia,"1,571,824","+4,829","42,656 ",+126,"1,419,796","+5,289","109,372",,"5,700",155,"13,412,303","48,636","275,767,009 ",Asia,175,"6,465",21
20,20,South Africa,"1,558,458",,"53,322 ",,"1,483,296",,"21,840",546,"26,023",890,"10,138,936","169,298","59,888,210 ",Africa,38,"1,123",6
21,21,Netherlands,"1,350,665",,"16,771 ",,N/A,N/A,N/A,781,"78,690",977,"11,292,587","657,909","17,164,371 ",Europe,13,"1,023",2
22,22,Chile,"1,076,499",,"24,346 ",,"1,005,860",,"46,293","3,155","55,941","1,265","11,897,931","618,281","19,243,575 ",South America,18,790,2
23,23,Canada,"1,060,158",,"23,315 ",,"963,396",,"73,447",928,"27,900",614,"28,999,787","763,172","37,999,006 ",North America,36,"1,630",1
24,24,Romania,"1,008,490","+2,323","25,248 ",+113,"910,298","+3,639","72,944","1,529","52,697","1,319","7,700,501","402,377","19,137,541 ",Europe,19,758,2
25,25,Belgium,"925,476","+2,989","23,473 ",+45,"59,754",+322,"842,249",899,"79,585","2,019","11,704,200","1,006,481","11,628,838 ",Europe,13,495,1
26,26,Iraq,"924,946",,"14,713 ",,"814,853",,"95,380",436,"22,604",360,"8,508,732","207,940","40,919,097 ",Asia,44,"2,781",5
27,27,Philippines,"876,225","+11,378","15,149 ",+204,"703,625",+267,"157,451",751,"7,915",137,"10,764,163","97,228","110,711,091 ",Asia,126,"7,308",10
28,28,Sweden,"857,401",,"13,621 ",,N/A,N/A,N/A,376,"84,488","1,342","7,847,033","773,245","10,148,191 ",Europe,12,745,1
29,29,Israel,"836,072",+139,"6,299 ",+3,"826,289",+84,"3,484",253,"90,901",685,"13,778,191","1,498,022","9,197,590 ",Asia,11,"1,460",1
30,30,Portugal,"827,494",,"16,916 ",,"784,618",,"25,960",113,"81,338","1,663","9,363,361","920,365","10,173,535 ",Europe,12,601,1
31,31,Pakistan,"725,602","+4,584","15,501 ",+58,"634,835","+3,135","75,266","4,201","3,236",69,"10,779,474","48,078","224,206,949 ",Asia,309,"14,464",21
32,32,Hungary,"725,241","+5,077","23,708 ",+291,"429,074","+2,680","272,459","1,249","75,223","2,459","4,961,146","514,576","9,641,234 ",Europe,13,407,2
33,33,Bangladesh,"684,756",,"9,739 ",,"576,590",,"98,427",,"4,126",59,"5,002,865","30,145","165,962,319 ",Asia,242,"17,041",33
34,34,Jordan,"665,735",,"7,773 ",,"596,293",,"61,669",729,"64,749",756,"6,320,767","614,758","10,281,719 ",Asia,15,"1,323",2
35,35,Serbia,"642,208",,"5,735 ",,"555,672",,"80,801",266,"73,733",658,"3,588,296","411,978","8,709,929 ",Europe,14,"1,519",2
36,36,Switzerland,"617,543",,"10,453 ",,"557,566",,"49,524",189,"70,951","1,201","6,339,396","728,350","8,703,776 ",Europe,14,833,1
37,37,Austria,"578,950","+1,943","9,706 ",+19,"538,609","+2,811","30,635",611,"63,998","1,073","26,848,583","2,967,897","9,046,331 ",Europe,16,932,0
38,38,Japan,"503,403",,"9,382 ",,"463,725",,"30,296",520,"3,990",74,"10,430,419","82,667","126,174,664 ",Asia,251,"13,449",12
39,39,Morocco,"502,102",,"8,900  ",,"488,361",,"4,841",237,"13,479",239,"6,101,279","163,794","37,249,722 ",Africa,74,"4,185",6
40,40,Lebanon,"496,846",,"6,661 ",,"402,172",,"88,013",833,"73,048",979,"3,694,320","543,154","6,801,609 ",Asia,14,"1,021",2
41,41,UAE,"485,675","+1,928","1,533 ",+2,"470,175","+1,719","13,967",,"48,650",154,"40,403,698","4,047,237","9,983,033 ",Asia,21,"6,512",0
42,42,Saudi Arabia,"398,435",,"6,754 ",,"383,321",,"8,360",915,"11,308",192,"15,797,442","448,364","35,233,544 ",Asia,88,"5,217",2
43,43,Bulgaria,"371,993",,"14,418 ",,"286,258",,"71,317",797,"53,853","2,087","2,270,329","328,671","6,907,614 ",Europe,19,479,3
44,44,Slovakia,"371,168",+106,"10,630 ",+65,"255,300",,"105,238",507,"67,958","1,946","2,441,472","447,017","5,461,701 ",Europe,15,514,2
45,45,Malaysia,"362,173","+1,317","1,333 ",+4,"345,005","+1,052","15,835",188,"11,080",41,"8,204,996","251,014","32,687,354 ",Asia,90,"24,522",4
46,46,Panama,"358,611",,"6,163 ",,"348,231",,"4,217",105,"82,112","1,411","2,239,526","512,790","4,367,339 ",North America,12,709,2
47,47,Ecuador,"346,817",,"17,293 ",,"290,314",,"39,210",601,"19,429",969,"1,193,846","66,880","17,850,462 ",South America,51,"1,032",15
48,48,Belarus,"336,038",,"2,354 ",,"326,487",,"7,197",,"35,571",249,"5,553,937","587,911","9,446,902 ",Europe,28,"4,013",2
49,49,Greece,"295,480",,"8,885 ",,"251,244",,"35,351",780,"28,457",856,"7,088,799","682,709","10,383,345 ",Europe,35,"1,169",1
50,50,Croatia,"292,938",+422,"6,333 ",+25,"274,761","+1,794","11,844",191,"71,702","1,550","1,642,311","401,984","4,085,513 ",Europe,14,645,2
51,51,Georgia,"288,755",+359,"3,883 ",+6,"277,829",+526,"7,043",,"72,493",975,"3,685,088","925,157","3,983,201 ",Asia,14,"1,026",1
52,52,Azerbaijan,"285,993",,"3,915 ",,"250,708",,"31,370",,"28,011",383,"3,018,445","295,633","10,210,105 ",Asia,36,"2,608",3
53,53,Bolivia,"282,095",+525,"12,451 ",+9,"231,546",+739,"38,098",71,"23,914","1,055","989,217","83,858","11,796,372 ",South America,42,947,12
54,54,Nepal,"280,028",,"3,040 ",,"274,027",,"2,961",,"9,479",103,"2,312,901","78,292","29,542,041 ",Asia,105,"9,718",13
55,55,Tunisia,"271,861",,"9,293 ",,"224,907",,"37,661",413,"22,818",780,"1,180,807","99,106","11,914,543 ",Africa,44,"1,282",10
56,56,Kazakhstan,"271,809","+2,290","3,236 ",+15,"234,665",+608,"33,908",221,"14,343",171,"9,217,159","486,373","18,950,814 ",Asia,70,"5,856",2
57,57,Palestine,"268,132",,"2,860 ",,"232,960",,"32,312",185,"51,634",551,"1,636,553","315,152","5,192,907 ",Asia,19,"1,816",3
58,58,Dominican Republic,"257,698",,"3,388 ",,"216,452",,"37,858",151,"23,572",310,"1,347,004","123,213","10,932,304 ",North America,42,"3,227",8
59,59,Kuwait,"247,094",,"1,407 ",,"231,240",,"14,447",225,"57,205",326,"2,159,422","499,927","4,319,474 ",Asia,17,"3,070",2
60,60,Moldova,"241,217",,"5,388 ",,"222,927",,"12,902",307,"59,905","1,338","902,202","224,057","4,026,657 ",Europe,17,747,4
61,61,Ireland,"240,945",,"4,785 ",,"23,364",,"212,796",53,"48,377",961,"4,168,990","837,053","4,980,557 ",Europe,21,"1,041",1
62,62,Denmark,"237,792",,"2,441 ",,"226,630",,"8,721",38,"40,942",420,"29,118,371","5,013,438","5,808,065 ",Europe,24,"2,379",0
63,63,Paraguay,"235,292",,"4,827 ",,"193,286",,"37,179",442,"32,677",670,"975,187","135,434","7,200,447 ",South America,31,"1,492",7
64,64,Ethiopia,"228,996",,"3,174 ",,"170,633",,"55,189",971,"1,955",27,"2,445,578","20,874","117,159,125 ",Africa,512,"36,912",48
65,65,Slovenia,"226,786",+287,"4,126 ",+7,"208,842",+281,"13,818",142,"109,076","1,984","1,105,344","531,630","2,079,160 ",Europe,9,504,2
66,66,Lithuania,"226,783",+597,"3,697 ",+9,"205,965",+68,"17,121",150,"84,225","1,373","2,499,215","928,186","2,692,579 ",Europe,12,728,1
67,67,Costa Rica,"222,544",,"3,018 ",,"194,760",,"24,766",199,"43,379",588,"842,015","164,128","5,130,219 ",North America,23,"1,700",6
68,68,Egypt,"210,489",,"12,445 ",,"159,499",,"38,545",90,"2,027",120,"2,677,262","25,786","103,826,342 ",Africa,493,"8,343",39
69,69,Armenia,"203,327",+510,"3,753 ",+18,"182,836",+873,"16,738",,"68,517","1,265","906,177","305,362","2,967,553 ",Asia,15,791,3
70,70,Guatemala,"203,071",,"7,016 ",,"185,549",,"10,506",5,"11,175",386,"1,107,251","60,932","18,171,777 ",North America,89,"2,590",16
71,71,Honduras,"195,780",+255,"4,804 ",+34,"75,796",+243,"115,180",539,"19,526",479,"541,304","53,987","10,026,526 ",North America,51,"2,087",19
72,72,Qatar,"190,025",,333 ,,"169,635",,"20,057",461,"67,677",119,"1,802,462","641,947","2,807,805 ",Asia,15,"8,432",2
73,73,Bosnia and Herzegovina,"181,927",,"7,298 ",,"139,419",,"35,210",,"55,722","2,235","835,478","255,897","3,264,896 ",Europe,18,447,4
74,74,Venezuela,"174,887",,"1,778 ",,"157,486",,"15,623",237,"6,164",63,"3,359,014","118,387","28,373,143 ",South America,162,"15,958",8
75,75,Oman,"173,029","+1,480","1,789 ",+13,"153,986","+1,202","17,254",234,"33,232",344,"1,550,000","297,692","5,206,730 ",Asia,30,"2,910",3
76,76,Libya,"168,676",+851,"2,828 ",+5,"153,644",+723,"12,204",,"24,292",407,"915,250","131,811","6,943,676 ",Africa,41,"2,455",8
77,77,Nigeria,"163,799",,"2,060 ",,"154,107",,"7,632",11,780,10,"1,803,177","8,583","210,078,731 ",Africa,"1,283","101,980",117
78,78,Bahrain,"156,462",,557 ,,"144,917",,"10,988",85,"89,562",319,"3,779,766","2,163,606","1,746,975 ",Asia,11,"3,136",0
79,79,Kenya,"145,670",,"2,348 ",,"99,095",,"44,227",256,"2,664",43,"1,561,838","28,560","54,685,584 ",Africa,375,"23,290",35
80,80,Uruguay,"144,642",,"1,462 ",,"110,277",,"32,903",485,"41,527",420,"1,532,512","439,986","3,483,093 ",South America,24,"2,382",2
81,81,Myanmar,"142,576",,"3,206 ",,"131,853",,"7,517",,"2,607",59,"2,553,078","46,680","54,693,139 ",Asia,384,"17,060",21
82,82,North Macedonia,"141,844",,"4,228 ",,"116,780",,"20,836",124,"68,086","2,029","669,141","321,192","2,083,307 ",Europe,15,493,3
83,83,Albania,"128,393",,"2,317 ",,"97,723",,"28,353",18,"44,653",806,"585,329","203,568","2,875,349 ",Europe,22,"1,241",5
84,84,Algeria,"118,516",,"3,130 ",,"82,600",,"32,786",19,"2,665",70,"230,861","5,192","44,463,324 ",Africa,375,"14,206",193
85,85,Estonia,"114,443",+269,"1,037 ",+9,"95,246",+439,"18,160",72,"86,227",781,"1,198,522","903,026","1,327,229 ",Europe,12,"1,280",1
86,86,S. Korea,"110,146",+587,"1,770 ",+2,"100,804",+695,"7,572",103,"2,147",35,"8,152,783","158,913","51,303,532 ",Asia,466,"28,985",6
87,87,Latvia,"107,818",+210,"1,990 ",+4,"99,324",,"6,504",94,"57,660","1,064","2,029,340","1,085,266","1,869,901 ",Europe,17,940,1
88,88,Norway,"103,621",,684 ,,"88,952",,"13,985",57,"18,999",125,"4,824,081","884,478","5,454,156 ",Europe,53,"7,974",1
89,89,Sri Lanka,"95,131",,598 ,,"91,631",,"2,902",,"4,428",28,"2,374,627","110,535","21,483,057 ",Asia,226,"35,925",9
90,90,Montenegro,"94,269",,"1,373 ",,"88,505",,"4,391",69,"150,079","2,186","352,550","561,271","628,128 ",Europe,7,457,2
91,91,Ghana,"91,260",,754 ,,"89,092",,"1,414",10,"2,890",24,"1,025,654","32,484","31,573,869 ",Africa,346,"41,875",31
92,92,Kyrgyzstan,"90,372",+145,"1,528 ",+6,"86,028",+103,"2,816",25,"13,677",231,"903,954","136,808","6,607,481 ",Asia,73,"4,324",7
93,93,Zambia,"90,029",,"1,226 ",,"88,018",,785,59,"4,794",65,"1,305,345","69,506","18,780,343 ",Africa,209,"15,318",14
94,94,Cuba,"86,531",,459 ,,"80,805",,"5,267",54,"7,643",41,"3,213,345","283,834","11,321,232 ",North America,131,"24,665",4
95,95,Uzbekistan,"85,114",+192,634 ,,"82,943",+183,"1,537",23,"2,515",19,"1,377,915","40,713","33,844,834 ",Asia,398,"53,383",25
96,96,Finland,"82,278",+225,868 ,,"46,000",,"35,410",41,"14,832",156,"4,148,646","747,852","5,547,419 ",Europe,67,"6,391",1
97,97,Mozambique,"68,758",,791 ,,"58,904",,"9,063",68,"2,153",25,"496,181","15,540","31,929,609 ",Africa,464,"40,366",64
98,98,El Salvador,"66,489",,"2,054 ",+3,"62,958",,"1,477",60,"10,211",315,"871,383","133,819","6,511,643 ",North America,98,"3,170",7
99,99,Luxembourg,"63,650",,768 ,,"58,874",,"4,008",30,"100,417","1,212","2,490,226","3,928,675","633,859 ",Europe,10,825,0
100,100,Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,282",34,"1,257,949","46,495","27,055,300 ",Africa,438,"29,440",22
101,101,Singapore,"60,678",+25,30 ,,"60,335",,313,1,"10,309",5,"8,789,647","1,493,297","5,886,067 ",Asia,97,"196,202",1
102,102,Afghanistan,"57,364",+122,"2,529 ",,"52,005",+16,"2,830","1,124","1,448",64,"371,724","9,386","39,604,950 ",Asia,690,"15,660",107
103,103,Cyprus,"51,505",,272 ,,"39,061",,"12,172",57,"42,419",224,"3,943,321","3,247,710","1,214,185 ",Asia,24,"4,464",0
104,104,Namibia,"45,527",,570 ,,"43,640",,"1,317",34,"17,670",221,"361,681","140,378","2,576,485 ",Africa,57,"4,520",7
105,105,Ivory Coast,"45,206",,263 ,,"44,629",,314,,"1,682",10,"556,152","20,689","26,881,892 ",Africa,595,"102,213",48
106,106,Botswana,"42,674",,636 ,,"38,203",,"3,835",1,"17,868",266,"944,985","395,671","2,388,308 ",Africa,56,"3,755",3
107,107,Jamaica,"42,500",,672 ,,"18,896",,"22,932",49,"14,304",226,"304,179","102,375","2,971,216 ",North America,70,"4,421",10
108,108,Uganda,"41,174",+34,337 ,,"40,779",+94,58,24,879,7,"969,637","20,696","46,851,395 ",Africa,"1,138","139,025",48
109,109,Senegal,"39,465",+34,"1,079 ",+1,"38,215",+41,171,17,"2,310",63,"455,488","26,662","17,083,884 ",Africa,433,"15,833",38
110,110,Zimbabwe,"37,288",,"1,538 ",,"34,873",,877,12,"2,481",102,"394,257","26,231","15,030,471 ",Africa,403,"9,773",38
111,111,Malawi,"33,827",,"1,128 ",,"31,479",,"1,220",23,"1,734",58,"223,964","11,479","19,510,895 ",Africa,577,"17,297",87
112,112,Thailand,"33,610",+985,97 ,,"28,248",+34,"5,265",1,481,1,"8,124,896","116,176","69,936,240 ",Asia,"2,081","720,992",9
113,113,Sudan,"30,111",,"2,063 ",,"24,214",,"3,834",,675,46,"232,965","5,219","44,639,104 ",Africa,"1,482","21,638",192
114,114,Malta,"29,661",+47,402 ,,"28,706",+52,553,,"67,037",909,"834,763","1,886,649","442,458 ",Europe,15,"1,101",1
115,115,Australia,"29,419",+17,909 ,,"26,361",+5,"2,149",,"1,143",35,"16,141,909","627,375","25,729,274 ",Australia/Oceania,875,"28,305",2
116,116,DRC,"28,542",,745 ,,"25,841",,"1,956",,311,8,"143,197","1,562","91,655,486 ",Africa,"3,211","123,027",640
117,117,Madagascar,"28,541",+478,506 ,+6,"24,105",+227,"3,930",246,"1,011",18,"155,563","5,509","28,239,647 ",Africa,989,"55,810",182
118,118,Maldives,"25,617",,67 ,,"22,551",,"2,999",82,"46,754",122,"668,667","1,220,402","547,907 ",Asia,21,"8,178",1
119,119,Angola,"23,457",,553 ,,"22,058",,846,13,697,16,"440,970","13,104","33,652,304 ",Africa,"1,435","60,854",76
120,120,Rwanda,"23,426",,315 ,,"21,243",,"1,868",6,"1,775",24,"1,220,068","92,431","13,199,759 ",Africa,563,"41,904",11
121,121,Guinea,"21,032",+83,136 ,+2,"18,613",+50,"2,283",24,"1,569",10,"414,630","30,926","13,407,156 ",Africa,637,"98,582",32
122,122,Gabon,"20,636",,127 ,,"17,456",,"3,053",20,"9,106",56,"662,689","292,417","2,266,246 ",Africa,110,"17,844",3
123,123,Syria,"20,226",,"1,378 ",,"14,012",,"4,836",,"1,134",77,,,"17,828,502 ",Asia,881,"12,938",
124,124,Mayotte,"19,643",,167 ,,"2,964",,"16,512",7,"70,686",601,"162,430","584,510","277,891 ",Africa,14,"1,664",2
125,125,Cabo Verde,"19,005",,182 ,,"17,197",,"1,626",23,"33,897",325,"136,977","244,309","560,670 ",Africa,30,"3,081",4
126,126,French Polynesia,"18,652",,141 ,,"4,842",,"13,669",2,"66,102",500,"26,355","93,401","282,170 ",Australia/Oceania,15,"2,001",11
127,127,Mauritania,"18,022",,450 ,,"17,347",,225,14,"3,799",95,"214,857","45,292","4,743,824 ",Africa,263,"10,542",22
128,128,French Guiana,"17,549",,94 ,,"9,995",,"7,460",9,"57,604",309,"169,271","555,628","304,648 ",South America,17,"3,241",2
129,129,Réunion,"17,508",,123 ,,"16,011",,"1,374",54,"19,447",137,"100,098","111,186","900,274 ",Africa,51,"7,319",9
130,130,Eswatini,"17,376",,669 ,,"16,645",,62,3,"14,858",572,"173,720","148,544","1,169,482 ",Africa,67,"1,748",7
131,131,Mongolia,"15,718",+704,25 ,+3,"9,516",+357,"6,177",88,"4,736",8,"2,479,832","747,130","3,319,145 ",Asia,211,"132,766",1
132,133,Burkina Faso,"12,956",,152 ,,"12,593",,211,,607,7,"175,176","8,207","21,344,682 ",Africa,"1,647","140,426",122
133,134,Haiti,"12,840",,251 ,,"11,447",,"1,142",,"1,116",22,"54,379","4,724","11,510,273 ",North America,896,"45,858",212
134,135,Andorra,"12,545",,120 ,,"11,825",,600,12,"162,162","1,551","193,595","2,502,488","77,361 ",Europe,6,645,0
135,136,Belize,"12,485",,318 ,,"12,106",,61,1,"30,964",789,"103,373","256,376","403,209 ",North America,32,"1,268",4
136,137,Somalia,"12,406",,618 ,,"5,222",,"6,566",,764,38,"99,591","6,134","16,234,617 ",Africa,"1,309","26,270",163
137,138,Guadeloupe,"12,140",,174 ,,"2,242",,"9,724",13,"30,337",435,"159,029","397,397","400,177 ",North America,33,"2,300",3
138,139,Togo,"12,006",,116 ,,"9,274",,"2,616",,"1,424",14,"291,705","34,610","8,428,407 ",Africa,702,"72,659",29
139,140,Mali,"11,844",,408 ,,"7,143",,"4,293",,572,20,"243,860","11,781","20,699,744 ",Africa,"1,748","50,735",85
140,141,Hong Kong,"11,595",+13,207 ,,"11,214",+8,174,7,"1,537",27,"11,193,673","1,483,745","7,544,203 ",Asia,651,"36,445",1
141,142,Curaçao,"11,355",,66 ,,"6,521",,"4,768",22,"68,979",401,"84,951","516,059","164,615 ",North America,14,"2,494",2
142,143,Guyana,"11,149",,255 ,,"9,721",,"1,173",15,"14,122",323,"99,349","125,838","789,502 ",South America,71,"3,096",8
143,144,Lesotho,"10,707",,315 ,,"4,674",,"5,718",,"4,967",146,"71,129","33,000","2,155,435 ",Africa,201,"6,843",30
144,145,South Sudan,"10,372",,114 ,,"10,090",,168,,918,10,"139,379","12,339","11,295,469 ",Africa,"1,089","99,083",81
145,146,Congo,"10,084",,137 ,,"8,208",,"1,739",,"1,793",24,"92,500","16,451","5,622,812 ",Africa,558,"41,042",61
146,147,Aruba,"10,050",,92 ,,"9,411",,547,14,"93,822",859,"135,812","1,267,873","107,118 ",North America,11,"1,164",1
147,148,Djibouti,"9,876",,96 ,,"7,985",,"1,795",,"9,885",96,"139,794","139,916","999,126 ",Africa,101,"10,408",7
148,149,Bahamas,"9,364",,189 ,,"8,837",,338,4,"23,637",477,"79,493","200,659","396,160 ",North America,42,"2,096",5
149,150,Suriname,"9,302",,182 ,,"8,669",,451,10,"15,747",308,"46,103","78,047","590,711 ",South America,64,"3,246",13
150,151,Martinique,"9,028",,57 ,,98,,"8,873",5,"24,072",152,"133,358","355,585","375,038 ",North America,42,"6,580",3
151,152,Papua New Guinea,"8,602",+160,69 ,+1,846,,"7,687",,948,8,"70,260","7,740","9,078,024 ",Australia/Oceania,"1,055","131,566",129
152,153,Trinidad and Tobago,"8,404",,146 ,,"7,740",,518,14,"5,990",104,"115,779","82,522","1,403,013 ",North America,167,"9,610",12
153,154,Benin,"7,515",,93 ,,"6,452",,970,35,608,8,"548,484","44,347","12,367,868 ",Africa,"1,646","132,988",23
154,155,Equatorial Guinea,"7,219",,106 ,,"6,799",,314,11,"5,019",74,"115,364","80,203","1,438,395 ",Africa,199,"13,570",12
155,156,Nicaragua,"6,727",,179 ,,"4,225",,"2,323",,"1,006",27,,,"6,685,654 ",North America,994,"37,350",
156,157,Iceland,"6,258",,29 ,,"6,126",,103,,"18,247",85,"558,666","1,628,940","342,963 ",Europe,55,"11,826",1
157,158,Gambia,"5,602",,168 ,,"5,145",,289,3,"2,269",68,"59,297","24,017","2,468,937 ",Africa,441,"14,696",42
158,159,CAR,"5,491",,74 ,,"5,056",,361,2,"1,122",15,"40,907","8,357","4,894,717 ",Africa,891,"66,145",120
159,160,Yemen,"5,357",,"1,049 ",,"2,053",,"2,255",23,177,35,"22,934",756,"30,333,035 ",Asia,"5,662","28,916","1,323"
160,161,Niger,"5,074",,189 ,,"4,747",,138,1,204,8,"93,497","3,758","24,878,798 ",Africa,"4,903","131,634",266
161,162,San Marino,"4,956",,85 ,,"4,477",,394,10,"145,820","2,501","55,935","1,645,776","33,987 ",Europe,7,400,1
162,163,Chad,"4,636",,167 ,,"4,286",,183,,276,10,"110,863","6,603","16,788,636 ",Africa,"3,621","100,531",151
163,164,Cambodia,"4,515",+277,30 ,+1,"2,212",+60,"2,273",,267,2,"770,928","45,622","16,898,196 ",Asia,"3,743","563,273",22
164,165,Seychelles,"4,430",,24 ,,"4,123",,283,,"44,829",243,"21,504","217,608","98,820 ",Africa,22,"4,118",5
165,166,Saint Lucia,"4,348",,64 ,,"4,174",,110,3,"23,595",347,"37,578","203,919","184,279 ",North America,42,"2,879",5
166,167,Gibraltar,"4,277",,94 ,,"4,180",,3,,"126,978","2,791","219,563","6,518,511","33,683 ",Europe,8,358,0
167,168,Channel Islands,"4,051",,86 ,,"3,956",,9,1,"23,134",491,"399,901","2,283,752","175,107 ",Europe,43,"2,036",0
168,169,Sierra Leone,"4,005",,79 ,,"2,831",,"1,095",,494,10,"118,332","14,605","8,102,294 ",Africa,"2,023","102,561",68
169,170,Comoros,"3,789",,146 ,,"3,577",,66,,"4,287",165,,,"883,905 ",Africa,233,"6,054",
170,171,Barbados,"3,730",,44 ,,"3,607",,79,,"12,967",153,"146,135","508,032","287,649 ",North America,77,"6,537",2
171,172,Guinea-Bissau,"3,680",,66 ,,"3,069",,545,9,"1,836",33,"60,281","30,082","2,003,881 ",Africa,545,"30,362",33
172,173,Eritrea,"3,447",,10 ,,"3,166",,271,,962,3,"23,693","6,610","3,584,441 ",Africa,"1,040","358,444",151
173,174,Burundi,"3,154",,6 ,,773,,"2,375",,259,0.5,"90,019","7,401","12,163,222 ",Africa,"3,856","2,027,204",135
174,175,Liechtenstein,"2,754",+1,56 ,,"2,625",+19,73,5,"72,070","1,465","32,252","844,006","38,213 ",Europe,14,682,1
175,176,Vietnam,"2,693",,35 ,,"2,429",,229,,27,0.4,"2,598,753","26,513","98,018,310 ",Asia,"36,397","2,800,523",38
176,177,New Zealand,"2,583",+9,26 ,,"2,457",+17,100,,516,5,"1,944,883","388,813","5,002,100 ",Australia/Oceania,"1,937","192,388",3
177,178,Monaco,"2,375",,31 ,,"2,242",,102,6,"60,191",786,"51,953","1,316,666","39,458 ",Europe,17,"1,273",1
178,179,Turks and Caicos,"2,357",,17 ,,"2,280",,60,2,"60,246",435,"39,783","1,016,870","39,123 ",North America,17,"2,301",1
179,180,Sao Tome and Principe,"2,266",,35 ,,"2,184",,47,,"10,193",157,"12,597","56,665","222,305 ",Africa,98,"6,352",18
180,181,Sint Maarten,"2,185",,27 ,,"2,118",,40,1,"50,517",624,"25,304","585,023","43,253 ",North America,20,"1,602",2
181,182,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,474","5,149,383 ",Africa,"2,522","60,581",65
182,183,Bermuda,"1,891",+118,16 ,+2,998,+110,877,36,"30,451",258,"217,688","3,505,499","62,099 ",North America,33,"3,881",0
183,184,St. Vincent Grenadines,"1,792",,10 ,,"1,665",,117,2,"16,113",90,"43,985","395,499","111,214 ",North America,62,"11,121",3
184,185,Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,215",306,"26,385","673,499","39,176 ",North America,23,"3,265",1
185,186,Isle of Man,"1,574",,29 ,,"1,445",,100,,"18,435",340,"44,761","524,238","85,383 ",Europe,54,"2,944",2
