,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
34,34,Jordan,"676,175",,"7,987 ",,"617,096",,"51,092",729,"65,759",777,"6,404,559","622,857","10,282,548 ",Asia,15,"1,287",2
35,35,Serbia,"651,899",,"5,846 ",,"571,312",,"74,741",247,"74,848",671,"3,632,392","417,054","8,709,642 ",Europe,13,"1,490",2
36,36,Switzerland,"627,968",,"10,488 ",,"563,438",,"54,042",209,"72,145","1,205","6,474,822","743,865","8,704,294 ",Europe,14,830,1
37,37,Austria,"584,205",,"9,779 ",,"544,989",,"29,437",586,"64,576","1,081","27,703,138","3,062,219","9,046,752 ",Europe,15,925,0
38,38,Japan,"512,169",,"9,469 ",,"471,007",,"31,693",608,"4,059",75,"10,595,999","83,981","126,171,504 ",Asia,246,"13,325",12
39,39,Morocco,"503,664",,"8,920 ",,"489,928",,"4,816",245,"13,520",239,"6,127,022","164,469","37,253,307 ",Africa,74,"4,176",6
40,40,Lebanon,"502,299",,"6,778 ",,"413,175",,"82,346",821,"73,853",997,"3,759,792","552,800","6,801,360 ",Asia,14,"1,003",2
41,41,UAE,"489,495",,"1,541 ",,"473,398",,"14,556",,"49,028",154,"40,925,902","4,099,144","9,984,012 ",Asia,20,"6,479",0
42,42,Saudi Arabia,"401,157",,"6,781 ",,"385,441",,"8,935",986,"11,384",192,"15,973,019","453,290","35,237,991 ",Asia,88,"5,197",2
43,43,Bulgaria,"380,576",,"14,871 ",,"296,998",,"68,707",807,"55,099","2,153","2,319,263","335,775","6,907,188 ",Europe,18,464,3
44,44,Slovakia,"373,107",,"10,798 ",,"255,300",,"107,009",488,"68,313","1,977","2,458,340","450,103","5,461,722 ",Europe,15,506,2
45,45,Malaysia,"365,829",,"1,353 ",,"347,780",,"16,696",204,"11,191",41,"8,345,401","255,283","32,690,753 ",Asia,89,"24,162",4
46,46,Panama,"359,516",,"6,177 ",,"349,318",,"4,021",105,"82,309","1,414","2,262,027","517,876","4,367,896 ",North America,12,707,2
47,47,Ecuador,"350,539",,"17,400 ",,"298,604",,"34,535",591,"19,635",975,"1,205,869","67,546","17,852,660 ",South America,51,"1,026",15
48,48,Belarus,"338,801",,"2,383 ",,"329,135",,"7,283",,"35,864",252,"5,589,696","591,698","9,446,877 ",Europe,28,"3,964",2
49,49,Greece,"304,184",,"9,135 ",,"261,176",,"33,873",809,"29,297",880,"7,249,251","698,189","10,382,930 ",Europe,34,"1,137",1
50,50,Croatia,"297,973",,"6,399 ",,"277,694",,"13,880",185,"72,938","1,566","1,663,542","407,201","4,085,307 ",Europe,14,638,2
51,51,Azerbaijan,"291,894",,"4,009 ",,"255,833",,"32,052",,"28,587",393,"3,054,472","299,140","10,210,853 ",Asia,35,"2,547",3
52,52,Georgia,"291,214",,"3,901 ",,"278,683",,"8,630",,"73,112",979,"3,758,475","943,596","3,983,138 ",Asia,14,"1,021",1
53,53,Bolivia,"285,291","+1,108","12,519 ",+23,"234,596",+950,"38,176",71,"24,182","1,061","1,019,593","86,423","11,797,677 ",South America,41,942,12
54,54,Nepal,"281,564",,"3,061 ",,"274,447",,"4,056",,"9,530",104,"2,325,959","78,722","29,546,342 ",Asia,105,"9,653",13
55,55,Kazakhstan,"278,695","+2,641","3,306 ",+20,"239,448","+2,002","35,941",221,"14,705",174,"9,283,107","489,805","18,952,655 ",Asia,68,"5,733",2
56,56,Tunisia,"276,727",,"9,480 ",,"229,754",,"37,493",446,"23,224",796,"1,198,763","100,605","11,915,556 ",Africa,43,"1,257",10
57,57,Palestine,"274,690",,"2,923 ",,"239,291",,"32,476",180,"52,887",563,"1,650,739","317,824","5,193,881 ",Asia,19,"1,777",3
58,58,Dominican Republic,"259,260",,"3,402  ",,"217,286",,"38,572",156,"23,713",311,"1,357,657","124,178","10,933,195 ",North America,42,"3,214",8
59,59,Kuwait,"251,675",,"1,423 ",,"235,053",,"15,199",237,"58,258",329,"2,187,159","506,288","4,319,992 ",Asia,17,"3,036",2
60,60,Moldova,"243,365",,"5,466 ",,"226,325",,"11,574",304,"60,440","1,357","916,328","227,570","4,026,580 ",Europe,17,737,4
61,61,Paraguay,"242,161",,"5,040 ",,"198,473",,"38,648",489,"33,628",700,"994,708","138,132","7,201,165 ",South America,30,"1,429",7
62,62,Ireland,"242,105",,"4,812 ",,"23,364",,"213,929",49,"48,606",966,"4,226,847","848,593","4,981,009 ",Europe,21,"1,035",1
63,63,Denmark,"239,532",,"2,447 ",,"228,685",,"8,400",41,"41,240",421,"30,365,290","5,227,975","5,808,232 ",Europe,24,"2,374",0
64,64,Ethiopia,"234,405",,"3,252 ",,"174,591",,"56,562",995,"2,000",28,"2,469,593","21,075","117,182,537 ",Africa,500,"36,034",47
65,65,Lithuania,"229,260",,"3,718 ",,"208,123",,"17,419",151,"85,155","1,381","2,536,278","942,059","2,692,270 ",Europe,12,724,1
66,66,Slovenia,"229,076",,"4,135 ",,"211,485",,"13,456",154,"110,177","1,989","1,115,238","536,388","2,079,163 ",Europe,9,503,2
67,67,Costa Rica,"225,343",,"3,044 ",,"196,060",,"26,239",221,"43,921",593,"879,450","171,413","5,130,600 ",North America,23,"1,685",6
68,68,Egypt,"212,961",,"12,570 ",,"161,031",,"39,360",90,"2,051",121,"2,677,262","25,782","103,842,186 ",Africa,488,"8,261",39
69,69,Guatemala,"207,127",,"7,089 ",,"187,894",,"12,144",5,"11,397",390,"1,128,745","62,106","18,174,497 ",North America,88,"2,564",16
70,70,Armenia,"205,128",,"3,794 ",,"184,243",,"17,091",,"69,123","1,278","915,473","308,490","2,967,598 ",Asia,14,782,3
71,71,Honduras,"198,214","+1,510","4,905 ",+32,"76,130",+49,"117,179",576,"19,766",489,"550,206","54,868","10,027,818 ",North America,51,"2,044",18
72,72,Qatar,"192,963",,348 ,,"171,388",,"21,227",483,"68,724",124,"1,820,083","648,223","2,807,805 ",Asia,15,"8,068",2
73,73,Bosnia and Herzegovina,"186,372",,"7,642 ",,"143,944",,"34,786",,"57,087","2,341","855,428","262,021","3,264,729 ",Europe,18,427,4
74,74,Venezuela,"178,094",,"1,834 ",,"160,620",,"15,640",237,"6,277",65,"3,359,014","118,390","28,372,485 ",South America,159,"15,470",8
75,75,Oman,"175,633",,"1,807 ",,"155,645",,"18,181",264,"33,725",347,"1,550,000","297,631","5,207,798 ",Asia,30,"2,882",3
76,76,Libya,"170,045",,"2,834 ",,"155,117",,"12,094",,"24,486",408,"921,545","132,703","6,944,442 ",Africa,41,"2,450",8
77,77,Nigeria,"164,000",,"2,061 ",,"154,270",,"7,669",11,781,10,"1,838,174","8,748","210,120,737 ",Africa,"1,281","101,951",114
78,78,Bahrain,"159,964",,569 ,,"148,093",,"11,302",91,"91,541",326,"3,834,581","2,194,372","1,747,462 ",Asia,11,"3,071",0
79,79,Uruguay,"152,089",,"1,647 ",,"119,388",,"31,054",509,"43,664",473,"1,575,378","452,280","3,483,191 ",South America,23,"2,115",2
80,80,Kenya,"148,128",,"2,420 ",,"99,580",,"46,128",269,"2,708",44,"1,578,773","28,865","54,695,314 ",Africa,369,"22,601",35
81,81,North Macedonia,"144,111",,"4,322 ",,"119,683",,"20,106",124,"69,174","2,075","677,988","325,438","2,083,307 ",Europe,14,482,3
82,82,Myanmar,"142,605",,"3,206 ",,"131,874",,"7,525",,"2,607",59,"2,556,004","46,731","54,696,124 ",Asia,384,"17,061",21
83,83,Albania,"128,959",,"2,331 ",,"99,441",,"27,187",18,"44,850",811,"592,872","206,193","2,875,324 ",Europe,22,"1,234",5
84,84,Algeria,"118,975",,"3,141 ",,"82,929",,"32,905",19,"2,675",71,"230,861","5,191","44,469,823 ",Africa,374,"14,158",193
85,85,Estonia,"115,629",,"1,057 ",,"97,889",,"16,683",68,"87,120",796,"1,209,128","911,011","1,327,237 ",Europe,11,"1,256",1
86,86,S. Korea,"112,117",+698,"1,788 ",+6,"102,513",+530,"7,816",99,"2,185",35,"8,291,126","161,608","51,303,892 ",Asia,458,"28,693",6
87,87,Latvia,"109,088",,"2,019 ",,"99,840",,"7,229",94,"58,344","1,080","2,068,890","1,106,517","1,869,732 ",Europe,17,926,1
88,88,Norway,"105,607",,706 ,,"88,952",,"15,949",53,"19,361",129,"4,923,702","902,686","5,454,503 ",Europe,52,"7,726",1
89,89,Sri Lanka,"95,719",,602 ,,"92,151",,"2,966",,"4,455",28,"2,374,627","110,531","21,483,791 ",Asia,224,"35,687",9
90,90,Montenegro,"94,859",,"1,405 ",,"89,615",,"3,839",69,"151,018","2,237","355,916","566,629","628,129 ",Europe,7,447,2
91,91,Ghana,"91,477",,763 ,,"89,301",,"1,413",10,"2,897",24,"1,034,099","32,746","31,579,196 ",Africa,345,"41,388",31
92,92,Kyrgyzstan,"91,144",+305,"1,540 ",+6,"86,491",+178,"3,113",25,"13,792",233,"918,783","139,033","6,608,364 ",Asia,73,"4,291",7
93,93,Zambia,"90,389",,"1,229 ",,"88,241",,919,49,"4,812",65,"1,321,490","70,350","18,784,579 ",Africa,208,"15,284",14
94,94,Cuba,"89,404",,487 ,,"84,114",,"4,803",75,"7,897",43,"3,277,536","289,505","11,321,175 ",North America,127,"23,247",3
95,95,Uzbekistan,"85,730",+227,634 ,,"83,462",+198,"1,634",23,"2,533",19,"1,377,915","40,708","33,848,811 ",Asia,395,"53,389",25
96,96,Finland,"82,964",,881 ,,"46,000",,"36,083",34,"14,955",159,"4,204,546","757,919","5,547,489 ",Europe,67,"6,297",1
97,97,Mozambique,"68,927",,794 ,,"59,972",,"8,161",68,"2,158",25,"499,500","15,640","31,936,814 ",Africa,463,"40,223",64
98,98,El Salvador,"66,956",+140,"2,060 ",+3,"63,345",+149,"1,551",57,"10,282",316,"878,793","134,952","6,511,911 ",North America,97,"3,161",7
99,99,Luxembourg,"64,334",,784 ,,"60,203",,"3,347",30,"101,482","1,237","2,530,508","3,991,703","633,942 ",Europe,10,809,0
100,100,Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,281",34,"1,257,949","46,486","27,060,733 ",Africa,438,"29,446",22
101,101,Singapore,"60,719",,30 ,,"60,392",,297,2,"10,315",5,"9,036,706","1,535,172","5,886,444 ",Asia,97,"196,215",1
102,102,Afghanistan,"57,534",,"2,533 ",,"52,022",,"2,979","1,124","1,452",64,"375,610","9,482","39,612,153 ",Asia,688,"15,638",105
103,103,Cyprus,"53,254",,277 ,,"39,061",,"13,916",27,"43,857",228,"4,102,961","3,378,989","1,214,257 ",Asia,23,"4,384",0
104,104,Namibia,"46,051",,592 ,,"44,162",,"1,297",32,"17,871",230,"366,186","142,105","2,576,863 ",Africa,56,"4,353",7
105,105,Ivory Coast,"45,388",,271 ,,"44,833",,284,,"1,688",10,"557,294","20,727","26,887,262 ",Africa,592,"99,215",48
106,106,Botswana,"43,444",,663 ,,"38,923",,"3,858",1,"18,187",278,"958,802","401,391","2,388,698 ",Africa,55,"3,603",2
107,107,Jamaica,"43,054",,692 ,,"19,248",,"23,114",39,"14,490",233,"308,897","103,959","2,971,321 ",North America,69,"4,294",10
108,108,Uganda,"41,237",,338 ,,"40,779",,120,24,880,7,"974,067","20,785","46,863,292 ",Africa,"1,136","138,649",48
109,109,Senegal,"39,560",,"1,084 ",,"38,290",,186,17,"2,315",63,"457,998","26,803","17,087,514 ",Africa,432,"15,763",37
110,110,Thailand,"37,453","+1,543",97 ,,"28,383",+61,"8,973",1,536,1,"8,124,896","116,173","69,937,672 ",Asia,"1,867","721,007",9
111,111,Zimbabwe,"37,369",,"1,548 ",,"34,946",,875,12,"2,486",103,"394,257","26,227","15,032,245 ",Africa,402,"9,711",38
112,112,Malawi,"33,891",,"1,134 ",,"31,675",,"1,082",20,"1,737",58,"225,576","11,559","19,514,960 ",Africa,576,"17,209",87
113,113,Sudan,"31,790",,"2,208 ",,"25,539",,"4,043",,712,49,"232,965","5,218","44,647,518 ",Africa,"1,404","20,221",192
114,114,Malta,"29,778",,403 ,,"28,797",,578,,"67,300",911,"838,522","1,895,106","442,467 ",Europe,15,"1,098",1
115,115,Australia,"29,457",+15,910 ,,"26,381",+1,"2,166",,"1,145",35,"16,245,359","631,336","25,731,698 ",Australia/Oceania,874,"28,277",2
116,116,Madagascar,"29,348",,520 ,,"24,695",,"4,133",246,"1,039",18,"158,085","5,597","28,245,501 ",Africa,962,"54,318",179
117,117,DRC,"28,714",,745 ,,"25,841",,"2,128",,313,8,"143,603","1,566","91,677,905 ",Africa,"3,193","123,058",638
118,118,Maldives,"25,844",,67 ,,"23,141",,"2,636",82,"47,162",122,"675,941","1,233,503","547,985 ",Asia,21,"8,179",1
119,119,Angola,"23,841",,557 ,,"22,144",,"1,140",17,708,17,"443,086","13,163","33,660,723 ",Africa,"1,412","60,432",76
120,120,Rwanda,"23,672",,317 ,,"21,594",,"1,761",7,"1,793",24,"1,237,120","93,704","13,202,399 ",Africa,558,"41,648",11
121,121,Gabon,"21,566",,132 ,,"18,219",,"3,215",20,"9,514",58,"679,898","299,954","2,266,678 ",Africa,105,"17,172",3
122,122,Guinea,"21,299",,136 ,,"18,815",,"2,348",24,"1,588",10,"417,479","31,132","13,410,087 ",Africa,630,"98,604",32
123,123,Syria,"20,555",,"1,402 ",,"14,335",,"4,818",,"1,153",79,"103,566","5,808","17,831,997 ",Asia,868,"12,719",172
124,124,Mayotte,"19,757",,168 ,,"2,964",,"16,625",6,"71,082",604,"165,683","596,098","277,946 ",Africa,14,"1,654",2
125,125,Cabo Verde,"19,525",,188 ,,"17,645",,"1,692",23,"34,821",335,"136,977","244,288","560,720 ",Africa,29,"2,983",4
126,126,French Polynesia,"18,680",,141 ,,"4,842",,"13,697",1,"66,198",500,"26,355","93,397","282,183 ",Australia/Oceania,15,"2,001",11
127,127,Mongolia,"18,565",+742,31 ,+2,"10,638",+385,"7,896",88,"5,593",9,"2,503,759","754,240","3,319,578 ",Asia,179,"107,083",1
128,128,Réunion,"18,425",,135 ,,"16,794",,"1,496",54,"20,465",150,"100,098","111,180","900,327 ",Africa,49,"6,669",9
129,129,Eswatini,"18,407",,670 ,,"17,682",,55,3,"15,738",573,"175,502","150,056","1,169,580 ",Africa,64,"1,746",7
130,130,Mauritania,"18,066",,452 ,,"17,428",,186,14,"3,808",95,"217,078","45,750","4,744,829 ",Africa,263,"10,497",22
131,131,French Guiana,"17,883",,95 ,,"9,995",,"7,793",11,"58,688",312,"172,132","564,901","304,712 ",South America,17,"3,207",2
132,133,Burkina Faso,"13,050",,154 ,,"12,689",,207,,611,7,"175,621","8,226","21,349,397 ",Africa,"1,636","138,632",122
133,134,Haiti,"12,857",,251 ,,"11,614",,992,,"1,117",22,"60,085","5,220","11,511,413 ",North America,895,"45,862",192
134,135,Somalia,"12,837",,656 ,,"5,346",,"6,835",,791,40,"102,486","6,311","16,238,265 ",Africa,"1,265","24,753",158
135,136,Guadeloupe,"12,717",,176 ,,"2,242",,"10,299",13,"31,778",440,"164,128","410,137","400,178 ",North America,31,"2,274",2
136,137,Andorra,"12,641",,121 ,,"11,989",,531,29,"163,401","1,564","193,595","2,502,456","77,362 ",Europe,6,639,0
137,138,Belize,"12,522",,318 ,,"12,140",,64,1,"31,051",789,"108,026","267,876","403,269 ",North America,32,"1,268",4
138,139,Mali,"12,467",,419 ,,"7,238",,"4,810",,602,20,"243,860","11,778","20,704,544 ",Africa,"1,661","49,414",85
139,140,Togo,"12,214",,117 ,,"9,543",,"2,554",,"1,449",14,"294,824","34,973","8,430,002 ",Africa,690,"72,051",29
140,141,Hong Kong,"11,613",,209 ,,"11,237",,167,6,"1,539",28,"11,193,673","1,483,647","7,544,701 ",Asia,650,"36,099",1
141,142,Curaçao,"11,581",,78 ,,"7,666",,"3,837",22,"70,350",474,"86,747","526,953","164,620 ",North America,14,"2,111",2
142,143,Guyana,"11,374",,260 ,,"9,880",,"1,234",15,"14,406",329,"102,053","129,257","789,533 ",South America,69,"3,037",8
143,144,Lesotho,"10,709",,315 ,,"5,028",,"5,366",,"4,968",146,"71,629","33,230","2,155,574 ",Africa,201,"6,843",30
144,145,South Sudan,"10,403",,114 ,,"10,148",,141,,921,10,"140,929","12,475","11,296,545 ",Africa,"1,086","99,093",80
145,146,Djibouti,"10,202",,106 ,,"8,591",,"1,505",,"10,210",106,"142,182","142,290","999,244 ",Africa,98,"9,427",7
146,147,Aruba,"10,159",,92 ,,"9,573",,494,14,"94,836",859,"137,782","1,286,216","107,122 ",North America,11,"1,164",1
147,148,Congo,"10,084",,139 ,,"8,208",,"1,737",,"1,793",25,"92,500","16,448","5,623,929 ",Africa,558,"40,460",61
148,149,Martinique,"9,890",,64 ,,98,,"9,728",24,"26,371",171,"140,946","375,820","375,036 ",North America,38,"5,860",3
149,150,Bahamas,"9,505",,190 ,,"8,965",,350,3,"23,991",480,"80,704","203,700","396,190 ",North America,42,"2,085",5
150,151,Suriname,"9,417",,184 ,,"8,725",,508,11,"15,941",311,"46,705","79,060","590,755 ",South America,63,"3,211",13
151,152,Papua New Guinea,"8,984",,71 ,,846,,"8,067",,989,8,"70,260","7,738","9,079,415 ",Australia/Oceania,"1,011","127,879",129
152,153,Trinidad and Tobago,"8,596",,148 ,,"7,818",,630,14,"6,127",105,"118,602","84,532","1,403,050 ",North America,163,"9,480",12
153,154,Benin,"7,611",,95 ,,"6,728",,788,35,615,8,"575,088","46,489","12,370,480 ",Africa,"1,625","130,216",22
154,155,Equatorial Guinea,"7,259",,106 ,,"6,885",,268,11,"5,045",74,"116,266","80,809","1,438,775 ",Africa,198,"13,573",12
155,156,Nicaragua,"6,778",,180 ,,"4,225",,"2,373",,"1,014",27,,,"6,686,300 ",North America,986,"37,146",
156,157,Iceland,"6,275",,29 ,,"6,163",,83,,"18,295",85,"566,304","1,651,119","342,982 ",Europe,55,"11,827",1
157,158,Gambia,"5,682",,170 ,,"5,165",,347,3,"2,301",69,"60,533","24,512","2,469,496 ",Africa,435,"14,526",41
158,159,CAR,"5,682",,75 ,,"5,112",,495,2,"1,161",15,"40,907","8,356","4,895,406 ",Africa,862,"65,272",120
159,160,Yemen,"5,582",,"1,083 ",,"2,128",,"2,371",23,184,36,"22,934",756,"30,338,432 ",Asia,"5,435","28,013","1,323"
160,161,Niger,"5,081",,189 ,,"4,760",,132,1,204,8,"93,751","3,767","24,886,024 ",Africa,"4,898","131,672",265
161,162,San Marino,"5,004",,86 ,,"4,625",,293,8,"147,233","2,530","57,223","1,683,673","33,987 ",Europe,7,395,1
162,163,Cambodia,"4,874",,35 ,,"2,290",,"2,549",,288,2,"788,973","46,685","16,900,093 ",Asia,"3,467","482,860",21
163,164,Chad,"4,662",,167 ,,"4,312",,183,,278,10,"110,863","6,602","16,792,515 ",Africa,"3,602","100,554",151
164,165,Seychelles,"4,633",,25 ,,"4,310",,298,,"46,881",253,"21,504","217,597","98,825 ",Africa,21,"3,953",5
165,166,Saint Lucia,"4,355",,64 ,,"4,179",,112,1,"23,632",347,"37,758","204,888","184,286 ",North America,42,"2,879",5
166,167,Gibraltar,"4,290",,94 ,,"4,181",,15,1,"127,364","2,791","222,091","6,593,564","33,683 ",Europe,8,358,0
167,168,Channel Islands,"4,053",,86 ,,"3,956",,11,1,"23,144",491,"399,901","2,283,583","175,120 ",Europe,43,"2,036",0
168,169,Sierra Leone,"4,013",,79 ,,"2,832",,"1,102",,495,10,"118,332","14,602","8,103,627 ",Africa,"2,019","102,578",68
169,170,Comoros,"3,803",,146 ,,"3,582",,75,,"4,302",165,,,"884,057 ",Africa,232,"6,055",
170,171,Barbados,"3,744",,44 ,,"3,634",,66,,"13,016",153,"146,728","510,089","287,652 ",North America,77,"6,538",2
171,172,Guinea-Bissau,"3,694",,66 ,,"3,093",,535,11,"1,843",33,"60,864","30,367","2,004,263 ",Africa,543,"30,368",33
172,173,Eritrea,"3,479",,10 ,,"3,273",,196,,970,3,"23,693","6,609","3,584,844 ",Africa,"1,030","358,484",151
173,174,Burundi,"3,333",,6 ,,773,,"2,554",,274,0.5,"90,019","7,399","12,166,138 ",Africa,"3,650","2,027,690",135
174,175,Liechtenstein,"2,770",,56 ,,"2,646",,68,5,"72,487","1,465","32,252","843,984","38,214 ",Europe,14,682,1
175,176,Vietnam,"2,737",+4,35 ,,"2,445",,257,,28,0.4,"2,598,753","26,511","98,025,481 ",Asia,"35,815","2,800,728",38
176,177,New Zealand,"2,591",+2,26 ,,"2,464",+2,101,,518,5,"1,959,282","391,692","5,002,100 ",Australia/Oceania,"1,931","192,388",3
177,178,Monaco,"2,384",,31 ,,"2,266",,87,6,"60,416",786,"51,953","1,316,599","39,460 ",Europe,17,"1,273",1
178,179,Turks and Caicos,"2,360",,17 ,,"2,285",,58,2,"60,316",434,"41,426","1,058,757","39,127 ",North America,17,"2,302",1
179,180,Sao Tome and Principe,"2,269",,35 ,,"2,196",,38,,"10,205",157,"12,597","56,657","222,339 ",Africa,98,"6,353",18
180,181,Sint Maarten,"2,196",,27 ,,"2,133",,36,1,"50,766",624,"25,304","584,969","43,257 ",North America,20,"1,602",2
181,182,Liberia,"2,042",,85 ,,"1,899",,58,2,396,17,"79,684","15,472","5,150,360 ",Africa,"2,522","60,592",65
182,183,Bermuda,"1,935",,16 ,,"1,051",,868,41,"31,161",258,"219,837","3,540,219","62,097 ",North America,32,"3,881",0
183,184,St. Vincent Grenadines,"1,812",,10 ,,"1,677",,125,2,"16,292",90,"43,985","395,488","111,217 ",North America,61,"11,122",3
184,185,Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,210",306,"26,385","673,413","39,181 ",North America,23,"3,265",1
185,186,Isle of Man,"1,575",,29 ,,"1,445",,101,,"18,446",340,"44,761","524,219","85,386 ",Europe,54,"2,944",2
186,187,Caribbean Netherlands,"1,526",,14 ,,"1,416",,96,,"57,772",530,"10,011","379,004","26,414 ",North America,17,"1,887",3
187,188,Antigua and Barbuda,"1,201",,31 ,,947,,223,45,"12,185",315,"16,493","167,331","98,565 ",North America,82,"3,180",6
