,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
54,54,Bolivia,"289,066",+521,"12,648 ",+14,"238,195",+882,"38,223",71,"24,498","1,072","1,047,561","88,781","11,799,417 ",South America,41,933,11
55,55,Nepal,"285,900","+1,227","3,091 ",+8,"275,555",+255,"7,254",,"9,674",105,"2,352,502","79,605","29,552,077 ",Asia,103,"9,561",13
56,56,Tunisia,"285,490",,"9,783 ",,"234,791",,"40,916",486,"23,957",821,"1,228,086","103,054","11,916,907 ",Africa,42,"1,218",10
57,57,Palestine,"280,741",,"3,017 ",,"247,359",,"30,365",170,"54,039",581,"1,679,032","323,190","5,195,181 ",Asia,19,"1,722",3
58,58,Dominican Republic,"261,129",,"3,418 ",,"218,724",,"38,987",157,"23,881",313,"1,370,499","125,338","10,934,383 ",North America,42,"3,199",8
59,59,Kuwait,"256,987",,"1,448 ",,"240,465",,"15,074",250,"59,478",335,"2,219,893","513,783","4,320,683 ",Asia,17,"2,984",2
60,60,Paraguay,"250,165",,"5,313 ",,"205,883",,"38,969",495,"34,735",738,"1,020,113","141,641","7,202,123 ",South America,29,"1,356",7
61,61,Moldova,"245,897",,"5,571 ",,"231,235",,"9,091",263,"61,070","1,384","935,872","232,429","4,026,478 ",Europe,16,723,4
62,62,Ireland,"243,508",,"4,836 ",,"224,470",,"14,202",46,"48,881",971,"4,271,454","857,444","4,981,612 ",Europe,20,"1,030",1
63,63,Denmark,"243,374",+741,"2,459 ",+4,"231,628",+462,"9,287",36,"41,900",423,"32,315,708","5,563,564","5,808,454 ",Europe,24,"2,362",0
64,64,Ethiopia,"242,028",,"3,370 ",,"179,315",,"59,343","1,027","2,065",29,"2,501,570","21,342","117,213,752 ",Africa,484,"34,782",47
65,65,Lithuania,"234,232",+592,"3,770 ",+10,"211,503",+92,"18,959",193,"87,015","1,401","2,613,526","970,900","2,691,858 ",Europe,11,714,1
66,66,Slovenia,"232,311",+234,"4,167 ",+8,"216,261",+275,"11,883",157,"111,733","2,004","1,131,746","544,327","2,079,166 ",Europe,9,499,2
67,67,Costa Rica,"228,577",,"3,071 ",,"196,974",,"28,532",236,"44,547",599,"895,974","174,616","5,131,107 ",North America,22,"1,671",6
68,68,Egypt,"216,334",,"12,738 ",,"163,479",,"40,117",90,"2,083",123,"2,677,262","25,777","103,863,312 ",Africa,480,"8,154",39
69,69,Guatemala,"212,734",,"7,221 ",,"190,944",,"14,569",5,"11,703",397,"1,164,693","64,071","18,178,124 ",North America,85,"2,517",16
70,70,Armenia,"208,818",+298,"3,895 ",+17,"189,017","+1,551","15,906",,"70,365","1,312","937,603","315,940","2,967,658 ",Asia,14,762,3
71,71,Honduras,"200,935",+676,"4,957 ",+3,"76,339",+104,"119,639",576,"20,034",494,"560,904","55,925","10,029,541 ",North America,50,"2,023",18
72,72,Qatar,"197,476",+896,386 ,+4,"174,698",+728,"22,392",461,"70,331",137,"1,844,598","656,954","2,807,805 ",Asia,14,"7,274",2
73,73,Bosnia and Herzegovina,"191,154",+387,"7,938 ",+68,"148,146","+2,283","35,070",,"58,555","2,432","872,381","267,232","3,264,508 ",Europe,17,411,4
74,74,Venezuela,"183,190",,"1,905 ",,"165,959",,"15,326",274,"6,457",67,"3,359,014","118,394","28,371,608 ",South America,155,"14,893",8
75,75,Oman,"181,430","+1,399","1,890 ",+12,"161,670","+1,346","17,870",265,"34,829",363,"1,550,000","297,549","5,209,222 ",Asia,29,"2,756",3
76,76,Libya,"172,464",+584,"2,908 ",+12,"157,658",+648,"11,898",,"24,831",419,"932,398","134,246","6,945,464 ",Africa,40,"2,388",7
77,77,Uruguay,"164,744",,"1,908 ",,"132,917",,"29,919",517,"47,295",548,"1,630,582","468,111","3,483,322 ",South America,21,"1,826",2
78,78,Nigeria,"164,233",,"2,061 ",,"154,332",,"7,840",11,781,10,"1,838,174","8,746","210,176,743 ",Africa,"1,280","101,978",114
79,79,Bahrain,"164,110",,594 ,,"152,361",,"11,155",92,"93,878",340,"3,903,112","2,232,759","1,748,112 ",Asia,11,"2,943",0
80,80,Kenya,"151,653",,"2,481 ",,"101,642",,"47,530",264,"2,772",45,"1,603,332","29,307","54,708,289 ",Africa,361,"22,051",34
81,81,North Macedonia,"147,094",,"4,443 ",,"122,810",,"19,841",124,"70,606","2,133","691,255","331,807","2,083,306 ",Europe,14,469,3
82,82,Myanmar,"142,628",,"3,206 ",,"131,895",,"7,527",,"2,607",59,"2,558,694","46,777","54,700,104 ",Asia,384,"17,062",21
83,83,Albania,"129,594",,"2,342 ",,"101,584",,"25,668",18,"45,072",815,"603,410","209,861","2,875,289 ",Europe,22,"1,228",5
84,84,Algeria,"119,642",,"3,155 ",,"83,397",,"33,090",21,"2,690",71,"230,861","5,190","44,478,489 ",Africa,372,"14,098",193
85,85,Estonia,"117,782",+228,"1,100 ",+8,"102,226",+347,"14,456",54,"88,742",829,"1,234,091","929,813","1,327,246 ",Europe,11,"1,207",1
86,86,S. Korea,"114,646",+531,"1,801 ",+4,"104,474",+468,"8,371",99,"2,235",35,"8,414,821","164,018","51,304,373 ",Asia,448,"28,487",6
87,87,Latvia,"111,536",+202,"2,056 ",+3,"102,174",+230,"7,306",86,"59,661","1,100","2,125,172","1,136,757","1,869,505 ",Europe,17,909,1
88,88,Norway,"107,767",+257,709 ,+1,"88,952",,"18,106",46,"19,756",130,"5,009,274","918,296","5,454,966 ",Europe,51,"7,694",1
89,89,Sri Lanka,"96,796",,618 ,,"93,113",,"3,065",,"4,505",29,"2,374,627","110,526","21,484,770 ",Asia,222,"34,765",9
90,90,Montenegro,"95,551",,"1,429 ",,"90,903",,"3,219",69,"152,120","2,275","360,958","574,656","628,129 ",Europe,7,440,2
91,91,Cuba,"93,511",,525 ,,"88,035",,"4,951",64,"8,260",46,"3,363,901","297,136","11,321,100 ",North America,121,"21,564",3
92,92,Kyrgyzstan,"92,095",+212,"1,555 ",+6,"87,056",+149,"3,484",25,"13,934",235,"935,444","141,529","6,609,541 ",Asia,72,"4,251",7
93,93,Ghana,"91,709",,771 ,,"89,604",,"1,334",9,"2,903",24,"1,047,048","33,149","31,586,299 ",Africa,344,"40,968",30
94,94,Zambia,"90,918",,"1,235 ",,"88,718",,965,50,"4,839",66,"1,346,505","71,660","18,790,228 ",Africa,207,"15,215",14
95,95,Uzbekistan,"86,982",+302,638 ,,"84,307",+264,"2,037",23,"2,569",19,"1,377,915","40,702","33,854,114 ",Asia,389,"53,063",25
96,96,Finland,"84,287",+156,891 ,+4,"46,000",,"37,396",34,"15,193",161,"4,266,864","769,139","5,547,583 ",Europe,66,"6,226",1
97,97,Mozambique,"69,203",,798 ,,"61,293",,"7,112",68,"2,166",25,"504,012","15,777","31,946,422 ",Africa,462,"40,033",63
98,98,El Salvador,"67,557",,"2,078 ",+3,"63,787",,"1,692",62,"10,374",319,"888,633","136,455","6,512,268 ",North America,96,"3,134",7
99,99,Cameroon,"64,809",,939 ,,"57,821",,"6,049",385,"2,394",35,"1,257,949","46,474","27,067,977 ",Africa,418,"28,826",22
100,100,Luxembourg,"64,746",,785 ,,"60,627",,"3,334",30,"102,114","1,238","2,548,684","4,019,664","634,054 ",Europe,10,808,0
101,101,Singapore,"60,851",+20,30 ,,"60,485",,336,2,"10,337",5,"9,036,706","1,535,041","5,886,946 ",Asia,97,"196,232",1
102,102,Afghanistan,"58,038",+140,"2,550 ",+4,"52,244",+76,"3,244","1,124","1,465",64,"383,857","9,688","39,621,758 ",Asia,683,"15,538",103
103,103,Cyprus,"56,259",,291 ,,"39,061",,"16,907",65,"46,328",240,"4,339,111","3,573,188","1,214,353 ",Asia,22,"4,173",0
104,104,Namibia,"46,655",,604 ,,"44,525",,"1,526",34,"18,102",234,"371,066","143,971","2,577,367 ",Africa,55,"4,267",7
105,105,Ivory Coast,"45,560",,274 ,,"45,129",,157,,"1,694",10,"557,294","20,722","26,894,422 ",Africa,590,"98,155",48
106,106,Botswana,"44,075",,671 ,,"39,493",,"3,911",1,"18,447",281,"969,789","405,902","2,389,218 ",Africa,54,"3,561",2
107,107,Jamaica,"43,890",,723 ,,"19,710",,"23,457",35,"14,771",243,"314,803","105,942","2,971,462 ",North America,68,"4,110",9
108,108,Thailand,"43,742","+1,390",104 ,+3,"28,787",+37,"14,851",1,625,1,"8,124,896","116,170","69,939,581 ",Asia,"1,599","672,496",9
109,109,Uganda,"41,378",,338 ,,"40,898",,142,24,883,7,"986,829","21,050","46,879,156 ",Africa,"1,133","138,696",48
110,110,Senegal,"39,821",+39,"1,091 ",,"38,539",+28,191,14,"2,330",64,"465,317","27,224","17,092,352 ",Africa,429,"15,667",37
111,111,Zimbabwe,"37,751",,"1,553 ",,"35,019",,"1,179",12,"2,511",103,"402,475","26,770","15,034,611 ",Africa,398,"9,681",37
112,112,Malawi,"33,941",,"1,138 ",,"31,764",,"1,039",15,"1,739",58,"227,166","11,637","19,520,380 ",Africa,575,"17,153",86
113,113,Madagascar,"32,798",+593,552 ,+10,"26,017",+219,"6,229",294,"1,161",20,"168,260","5,955","28,253,307 ",Africa,861,"51,184",168
114,114,Sudan,"31,790",,"2,208 ",,"25,539",,"4,043",,712,49,"232,965","5,217","44,658,737 ",Africa,"1,405","20,226",192
115,115,Malta,"30,026",+60,409 ,,"29,003",+41,614,,"67,858",924,"847,581","1,915,524","442,480 ",Europe,15,"1,082",1
116,116,Australia,"29,531",+18,910 ,,"26,437",+2,"2,184",,"1,148",35,"16,360,654","635,737","25,734,931 ",Australia/Oceania,871,"28,280",2
117,117,DRC,"28,956",,745 ,,"25,841",,"2,370",,316,8,"145,038","1,582","91,707,797 ",Africa,"3,167","123,098",632
118,118,Maldives,"26,348",,70 ,,"23,591",,"2,687",53,"48,072",128,"686,624","1,252,760","548,089 ",Asia,21,"7,830",1
119,119,Angola,"24,389",,561 ,,"22,597",,"1,231",20,724,17,"445,121","13,219","33,671,949 ",Africa,"1,381","60,021",76
120,120,Rwanda,"23,888",,325 ,,"22,241",,"1,322",6,"1,809",25,"1,256,919","95,178","13,205,919 ",Africa,553,"40,634",11
121,121,Mongolia,"22,884",+889,49 ,+5,"12,401",+524,"10,434",88,"6,892",15,"2,566,410","772,979","3,320,156 ",Asia,145,"67,758",1
122,122,Gabon,"21,858",,133 ,,"18,507",,"3,218",20,"9,641",59,"687,026","303,021","2,267,253 ",Africa,104,"17,047",3
123,123,Guinea,"21,460",,138 ,,"18,882",,"2,440",24,"1,600",10,"419,860","31,300","13,413,994 ",Africa,625,"97,203",32
124,124,Syria,"21,142",,"1,446 ",,"14,841",,"4,855",,"1,185",81,"103,566","5,806","17,836,656 ",Asia,844,"12,335",172
125,125,Cabo Verde,"20,466",,192 ,,"18,041",,"2,233",23,"36,495",342,"142,081","253,360","560,786 ",Africa,27,"2,921",4
126,126,Mayotte,"19,757",,168 ,,"2,964",,"16,625",6,"71,064",604,"165,683","595,943","278,018 ",Africa,14,"1,655",2
127,127,French Polynesia,"18,696",,141 ,,"4,842",,"13,713",1,"66,251",500,"26,355","93,391","282,201 ",Australia/Oceania,15,"2,001",11
128,128,Réunion,"18,425",,135 ,,"16,794",,"1,496",54,"20,463",150,"100,098","111,171","900,396 ",Africa,49,"6,670",9
129,129,Eswatini,"18,417",,671 ,,"17,712",,34,3,"15,745",574,"178,676","152,752","1,169,712 ",Africa,64,"1,743",7
130,130,Mauritania,"18,129",,453 ,,"17,484",,192,14,"3,820",95,"221,086","46,582","4,746,170 ",Africa,262,"10,477",21
131,131,French Guiana,"18,081",,95 ,,"9,995",,"7,991",13,"59,322",312,"200,985","659,408","304,796 ",South America,17,"3,208",2
132,133,Burkina Faso,"13,129",,154 ,,"12,759",,216,,615,7,"176,994","8,288","21,355,685 ",Africa,"1,627","138,673",121
133,134,Somalia,"13,079",,670 ,,"5,413",,"6,996",,805,41,"104,392","6,427","16,243,130 ",Africa,"1,242","24,243",156
134,135,Mali,"13,070",,433 ,,"7,432",,"5,205",,631,21,"247,184","11,935","20,710,945 ",Africa,"1,585","47,831",84
135,136,Haiti,"12,918",,251 ,,"11,791",,876,,"1,122",22,"60,085","5,219","11,512,932 ",North America,891,"45,868",192
136,137,Andorra,"12,805",,123 ,,"12,203",,479,29,"165,516","1,590","193,595","2,502,391","77,364 ",Europe,6,629,0
137,138,Guadeloupe,"12,717",,176 ,,"2,242",,"10,299",13,"31,778",440,"164,128","410,136","400,179 ",North America,31,"2,274",2
138,139,Belize,"12,538",,318 ,,"12,143",,77,1,"31,085",788,"109,796","272,212","403,348 ",North America,32,"1,268",4
139,140,Togo,"12,533",,119 ,,"10,208",,"2,206",,"1,486",14,"300,239","35,607","8,432,128 ",Africa,673,"70,858",28
140,141,Curaçao,"11,882",,89 ,,"9,277",,"2,516",22,"72,175",541,"89,727","545,029","164,628 ",North America,14,"1,850",2
141,142,Guyana,"11,863",,271 ,,"10,180",,"1,412",12,"15,025",343,"107,974","136,750","789,575 ",South America,67,"2,914",7
142,143,Hong Kong,"11,696",+12,209 ,,"11,270",,217,4,"1,550",28,"11,193,673","1,483,517","7,545,364 ",Asia,645,"36,102",1
143,144,Lesotho,"10,709",,315 ,,"5,028",,"5,366",,"4,968",146,"71,629","33,227","2,155,759 ",Africa,201,"6,844",30
144,145,South Sudan,"10,473",,114 ,,"10,215",,144,,927,10,"143,571","12,708","11,297,979 ",Africa,"1,079","99,105",79
145,146,Djibouti,"10,460",,116 ,,"9,172",,"1,172",,"10,466",116,"144,015","144,101","999,401 ",Africa,96,"8,616",7
146,147,Aruba,"10,324",,92 ,,"9,781",,451,14,"96,372",859,"140,662","1,313,040","107,127 ",North America,10,"1,164",1
147,148,Congo,"10,084",,139 ,,"8,208",,"1,737",,"1,793",25,"92,500","16,443","5,625,418 ",Africa,558,"40,471",61
148,149,Martinique,"9,890",,64 ,,98,,"9,728",24,"26,371",171,"140,946","375,823","375,033 ",North America,38,"5,860",3
149,150,Papua New Guinea,"9,738",,89 ,,846,,"8,803",,"1,072",10,"70,260","7,737","9,081,270 ",Australia/Oceania,933,"102,037",129
150,151,Bahamas,"9,634",,194 ,,"8,984",,456,3,"24,314",490,"81,855","206,584","396,231 ",North America,41,"2,042",5
151,152,Suriname,"9,581",,187 ,,"8,829",,565,14,"16,217",317,"47,424","80,269","590,812 ",South America,62,"3,159",12
152,153,Trinidad and Tobago,"8,940",,153 ,,"7,940",,847,8,"6,372",109,"120,513","85,891","1,403,099 ",North America,157,"9,171",12
153,154,Benin,"7,611",,95 ,,"6,728",,788,35,615,8,"575,088","46,476","12,373,962 ",Africa,"1,626","130,252",22
154,155,Equatorial Guinea,"7,259",,106 ,,"6,885",,268,11,"5,043",74,"116,266","80,781","1,439,282 ",Africa,198,"13,578",12
155,156,Cambodia,"7,013",+624,45 ,+2,"2,524",+48,"4,444",,415,3,"811,284","47,998","16,902,622 ",Asia,"2,410","375,614",21
156,157,Nicaragua,"6,778",,180 ,,"4,225",,"2,373",,"1,014",27,,,"6,687,161 ",North America,987,"37,151",
157,158,Iceland,"6,329",+43,29 ,,"6,203",+19,97,3,"18,452",85,"572,891","1,670,207","343,006 ",Europe,54,"11,828",1
158,159,Yemen,"5,812",,"1,126 ",,"2,219",,"2,467",23,192,37,"22,934",756,"30,345,627 ",Asia,"5,221","26,950","1,323"
159,160,CAR,"5,787",,75 ,,"5,112",,600,2,"1,182",15,"40,907","8,355","4,896,325 ",Africa,846,"65,284",120
160,161,Gambia,"5,720",,170 ,,"5,190",,360,3,"2,316",69,"60,815","24,619","2,470,240 ",Africa,432,"14,531",41
161,162,Niger,"5,131",,190 ,,"4,779",,162,23,206,8,"95,658","3,842","24,895,659 ",Africa,"4,852","131,030",260
162,163,San Marino,"5,030",,88 ,+1,"4,746",,196,5,"147,993","2,589","58,362","1,717,135","33,988 ",Europe,7,386,1
163,164,Seychelles,"4,976",+54,25 ,,"4,501",+150,450,,"50,348",253,"21,504","217,581","98,832 ",Africa,20,"3,953",5
164,165,Chad,"4,706",,169 ,,"4,342",,195,,280,10,"110,863","6,600","16,797,687 ",Africa,"3,569","99,395",152
165,166,Saint Lucia,"4,401",,67 ,,"4,238",,96,3,"23,880",364,"38,600","209,447","184,295 ",North America,42,"2,751",5
166,167,Gibraltar,"4,291",,94 ,,"4,181",,16,1,"127,394","2,791","225,457","6,693,495","33,683 ",Europe,8,358,0
167,168,Channel Islands,"4,053",,86 ,,"3,956",,11,1,"23,142",491,"399,901","2,283,361","175,137 ",Europe,43,"2,036",0
168,169,Sierra Leone,"4,028",,79 ,,"2,849",,"1,100",,497,10,"119,155","14,701","8,105,403 ",Africa,"2,012","102,600",68
169,170,Comoros,"3,819",,146 ,,"3,595",,78,,"4,319",165,,,"884,260 ",Africa,232,"6,057",
170,171,Barbados,"3,781",,44 ,,"3,665",,72,,"13,144",153,"148,641","516,732","287,656 ",North America,76,"6,538",2
171,172,Guinea-Bissau,"3,712",,66 ,,"3,142",,504,9,"1,852",33,"61,814","30,833","2,004,773 ",Africa,540,"30,375",32
172,173,Eritrea,"3,491",,10 ,,"3,288",,193,,974,3,"23,693","6,608","3,585,380 ",Africa,"1,027","358,538",151
173,174,Burundi,"3,477",,6 ,,773,,"2,698",,286,0.5,"90,019","7,397","12,170,025 ",Africa,"3,500","2,028,338",135
174,175,Liechtenstein,"2,823",+10,56 ,,"2,693",+28,74,6,"73,872","1,465","32,252","843,962","38,215 ",Europe,14,682,1
175,176,Vietnam,"2,791",+7,35 ,,"2,475",,281,,28,0.4,"2,598,753","26,508","98,035,043 ",Asia,"35,125","2,801,001",38
176,177,New Zealand,"2,596",+1,26 ,,"2,468",+1,102,,519,5,"1,974,755","394,785","5,002,100 ",Australia/Oceania,"1,927","192,388",3
177,178,Monaco,"2,399",,31 ,,"2,292",,76,5,"60,791",786,"51,953","1,316,499","39,463 ",Europe,16,"1,273",1
178,179,Turks and Caicos,"2,369",,17 ,,"2,291",,61,2,"60,537",434,"45,274","1,156,926","39,133 ",North America,17,"2,302",1
179,180,Sao Tome and Principe,"2,275",,35 ,,"2,212",,28,,"10,230",157,"12,597","56,646","222,383 ",Africa,98,"6,354",18
180,181,Sint Maarten,"2,205",,27 ,,"2,144",,34,1,"50,967",624,"25,322","585,304","43,263 ",North America,20,"1,602",2
181,182,Bermuda,"2,123",,18 ,,"1,237",,868,41,"34,190",290,"225,628","3,633,652","62,094 ",North America,29,"3,450",0
182,183,Liberia,"2,042",,85 ,,"1,899",,58,2,396,16,"79,684","15,468","5,151,663 ",Africa,"2,523","60,608",65
