,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
33,33,Bangladesh,"678,937",,"9,661 ",,"572,378",,"96,898",,"4,091",58,"4,973,489","29,968","165,957,839 ",Asia,244,"17,178",33
34,34,Jordan,"662,395",,"7,708 ",,"588,353",,"66,334",729,"64,426",750,"6,294,123","612,183","10,281,442 ",Asia,16,"1,334",2
35,35,Serbia,"639,476",,"5,700 ",,"550,238",,"83,538",260,"73,418",654,"3,577,398","410,722","8,710,025 ",Europe,14,"1,528",2
36,36,Switzerland,"617,543",,"10,452 ",,"557,566",,"49,525",189,"70,953","1,201","6,339,396","728,365","8,703,603 ",Europe,14,833,1
37,37,Austria,"574,755",,"9,662 ",,"532,539",,"32,554",586,"63,536","1,068","26,478,234","2,927,004","9,046,191 ",Europe,16,936,0
38,38,Morocco,"501,688",,"8,891 ",,"488,015",,"4,782",242,"13,469",239,"6,091,867","163,547","37,248,527 ",Africa,74,"4,189",6
39,39,Japan,"499,793",,"9,353 ",,"460,993",,"29,447",511,"3,961",74,"10,387,132","82,323","126,175,717 ",Asia,252,"13,490",12
40,40,Lebanon,"494,633",,"6,630 ",,"402,172",,"85,831",864,"72,722",975,"3,694,320","543,147","6,801,692 ",Asia,14,"1,026",2
41,41,UAE,"483,747","+1,810","1,531 ",+2,"468,456","+1,652","13,760",,"48,459",153,"40,263,802","4,033,355","9,982,706 ",Asia,21,"6,520",0
42,42,Saudi Arabia,"397,636",,"6,747 ",,"382,773",,"8,116",914,"11,286",192,"15,738,545","446,711","35,232,061 ",Asia,89,"5,222",2
43,43,Bulgaria,"371,531",,"14,351 ",,"285,799",,"71,381",801,"53,785","2,078","2,266,672","328,134","6,907,756 ",Europe,19,481,3
44,44,Slovakia,"371,062",+589,"10,565 ",+78,"255,300",,"105,197",510,"67,939","1,934","2,439,970","446,742","5,461,694 ",Europe,15,517,2
45,45,Malaysia,"360,856","+1,739","1,329 ",+8,"343,953","+1,216","15,574",183,"11,040",41,"8,157,933","249,583","32,686,221 ",Asia,91,"24,595",4
46,46,Panama,"358,377",,"6,159 ",,"347,898",,"4,320",105,"82,062","1,410","2,234,081","511,565","4,367,153 ",North America,12,709,2
47,47,Ecuador,"344,877",,"17,275 ",,"290,314",,"37,288",593,"19,321",968,"1,190,939","66,720","17,849,730 ",South America,52,"1,033",15
48,48,Belarus,"334,863",,"2,344 ",,"325,108",,"7,411",,"35,447",248,"5,535,400","585,948","9,446,911 ",Europe,28,"4,030",2
49,49,Greece,"293,763",,"8,833 ",,"246,997",,"37,933",781,"28,291",851,"7,033,594","677,383","10,383,484 ",Europe,35,"1,176",1
50,50,Croatia,"292,516","+1,617","6,308 ",+39,"272,967","+2,003","13,241",182,"71,597","1,544","1,639,110","401,194","4,085,582 ",Europe,14,648,2
51,51,Georgia,"288,396",+707,"3,877 ",+8,"277,303",+592,"7,216",,"72,403",973,"3,671,403","921,717","3,983,221 ",Asia,14,"1,027",1
52,52,Azerbaijan,"283,579",,"3,879 ",,"249,013",,"30,687",,"27,775",380,"3,005,197","294,343","10,209,855 ",Asia,36,"2,632",3
53,53,Bolivia,"281,570",+921,"12,442 ",+14,"230,807",+786,"38,321",71,"23,870","1,055","982,858","83,322","11,795,936 ",South America,42,948,12
54,54,Nepal,"280,028",+303,"3,040 ",+1,"274,027",+141,"2,961",,"9,479",103,"2,312,901","78,296","29,540,607 ",Asia,105,"9,717",13
55,55,Tunisia,"270,297",,"9,235 ",,"224,397",,"36,665",407,"22,687",775,"1,174,701","98,597","11,914,205 ",Africa,44,"1,290",10
56,56,Kazakhstan,"269,519","+2,842","3,221 ",+19,"234,057","+1,222","32,241",221,"14,222",170,"9,159,265","483,333","18,950,201 ",Asia,70,"5,883",2
57,57,Palestine,"265,897",,"2,838 ",,"231,288",,"31,771",190,"51,207",547,"1,623,732","312,702","5,192,582 ",Asia,20,"1,830",3
58,58,Dominican Republic,"257,186",,"3,385 ",,"216,020",,"37,781",154,"23,526",310,"1,343,391","122,886","10,932,007 ",North America,43,"3,230",8
59,59,Kuwait,"245,704",,"1,403 ",,"229,846",,"14,455",226,"56,885",325,"2,151,495","498,112","4,319,302 ",Asia,18,"3,079",2
60,60,Moldova,"240,886",,"5,369 ",,"221,968",,"13,549",312,"59,822","1,333","899,947","223,496","4,026,682 ",Europe,17,750,4
61,61,Ireland,"240,643",,"4,783 ",,"23,364",,"212,496",48,"48,318",960,"4,168,990","837,078","4,980,407 ",Europe,21,"1,041",1
62,62,Denmark,"237,101",,"2,439 ",,"225,968",,"8,694",37,"40,823",420,"28,833,972","4,964,518","5,808,010 ",Europe,24,"2,381",0
63,63,Paraguay,"233,745",,"4,749 ",,"191,614",,"37,382",444,"32,464",660,"969,044","134,586","7,200,208 ",South America,31,"1,516",7
64,64,Ethiopia,"227,255",,"3,146 ",,"169,038",,"55,071",933,"1,940",27,"2,437,495","20,806","117,151,321 ",Africa,516,"37,238",48
65,65,Slovenia,"226,499",+548,"4,119 ",+7,"208,561",+634,"13,819",139,"108,938","1,981","1,103,860","530,916","2,079,160 ",Europe,9,505,2
66,66,Lithuania,"226,173",+839,"3,687 ",+12,"205,897",+129,"16,589",150,"83,995","1,369","2,490,755","925,009","2,692,682 ",Europe,12,730,1
67,67,Costa Rica,"222,544",,"3,018 ",,"194,760",,"24,766",199,"43,380",588,"842,015","164,133","5,130,092 ",North America,23,"1,700",6
68,68,Egypt,"209,677",,"12,405 ",,"159,054",,"38,218",90,"2,020",119,"2,507,491","24,152","103,821,060 ",Africa,495,"8,369",41
69,69,Armenia,"202,817",+650,"3,735 ",+15,"181,963",+783,"17,119",,"68,345","1,259","902,716","304,197","2,967,538 ",Asia,15,795,3
70,70,Guatemala,"202,640",,"7,001 ",,"184,758",,"10,881",5,"11,152",385,"1,103,938","60,753","18,170,870 ",North America,90,"2,595",16
71,71,Honduras,"195,525",+977,"4,770 ",+4,"75,553",+320,"115,202",526,"19,502",476,"539,992","53,859","10,026,095 ",North America,51,"2,102",19
72,72,Qatar,"189,064",,331 ,,"169,086",,"19,647",452,"67,335",118,"1,797,325","640,117","2,807,805 ",Asia,15,"8,483",2
73,73,Bosnia and Herzegovina,"181,927",,"7,298 ",,"139,419",,"35,210",,"55,721","2,235","835,478","255,893","3,264,951 ",Europe,18,447,4
74,74,Venezuela,"173,786",,"1,759 ",,"156,472",,"15,555",237,"6,125",62,"3,359,014","118,386","28,373,362 ",South America,163,"16,130",8
75,75,Oman,"171,549","+3,544","1,776 ",+29,"152,784","+2,815","16,989",229,"32,950",341,"1,550,000","297,712","5,206,374 ",Asia,30,"2,932",3
76,76,Libya,"167,825",+937,"2,823 ",+16,"152,921",+593,"12,081",,"24,170",407,"910,823","131,178","6,943,421 ",Africa,41,"2,460",8
77,77,Nigeria,"163,736",,"2,060 ",,"154,098",,"7,578",11,779,10,"1,803,177","8,584","210,064,730 ",Africa,"1,283","101,973",116
78,78,Bahrain,"155,402",,554 ,,"143,889",,"10,959",86,"88,963",317,"3,761,531","2,153,369","1,746,812 ",Asia,11,"3,153",0
79,79,Kenya,"145,184",,"2,330 ",,"98,605",,"44,249",247,"2,655",43,"1,557,704","28,486","54,682,340 ",Africa,377,"23,469",35
80,80,Myanmar,"142,576",+4,"3,206 ",,"131,853",+7,"7,517",,"2,607",59,"2,553,078","46,681","54,692,144 ",Asia,384,"17,059",21
81,81,Uruguay,"141,380",,"1,414 ",,"104,434",,"35,532",471,"40,591",406,"1,519,522","436,261","3,483,060 ",South America,25,"2,463",2
82,82,North Macedonia,"141,157",,"4,182 ",,"115,433",,"21,542",124,"67,756","2,007","666,091","319,728","2,083,308 ",Europe,15,498,3
83,83,Albania,"128,155",,"2,310 ",,"97,206",,"28,639",18,"44,570",803,"582,645","202,634","2,875,358 ",Europe,22,"1,245",5
84,84,Algeria,"118,378",,"3,126 ",,"82,493",,"32,759",19,"2,663",70,"230,861","5,192","44,461,158 ",Africa,376,"14,223",193
85,85,Estonia,"114,174",+438,"1,028 ",+8,"94,807",+601,"18,339",72,"86,024",775,"1,195,859","901,021","1,327,227 ",Europe,12,"1,291",1
86,86,S. Korea,"109,559",+614,"1,768 ",+3,"100,109",+808,"7,682",105,"2,136",34,"8,129,532","158,460","51,303,412 ",Asia,468,"29,018",6
87,87,Latvia,"107,608",+368,"1,986 ",,"99,162",,"6,460",94,"57,546","1,062","2,026,131","1,083,517","1,869,958 ",Europe,17,942,1
88,88,Norway,"103,200",,684 ,,"88,952",,"13,564",57,"18,922",125,"4,824,081","884,497","5,454,040 ",Europe,53,"7,974",1
89,89,Sri Lanka,"94,848",,595 ,,"91,456",,"2,797",,"4,415",28,"2,374,627","110,536","21,482,812 ",Asia,226,"36,106",9
90,90,Montenegro,"94,035",,"1,365 ",,"88,144",,"4,526",69,"149,707","2,173","351,107","558,974","628,128 ",Europe,7,460,2
91,91,Ghana,"91,260",,754 ,,"89,092",,"1,414",10,"2,891",24,"1,025,654","32,486","31,572,093 ",Africa,346,"41,873",31
92,92,Kyrgyzstan,"90,019",,"1,519 ",,"85,824",,"2,676",24,"13,624",230,"897,438","135,828","6,607,187 ",Asia,73,"4,350",7
93,93,Zambia,"89,918",,"1,226 ",,"86,813",,"1,879",56,"4,788",65,"1,300,396","69,248","18,778,931 ",Africa,209,"15,317",14
94,94,Cuba,"85,572",,453 ,,"79,958",,"5,161",66,"7,559",40,"3,191,858","281,935","11,321,250 ",North America,132,"24,992",4
95,95,Uzbekistan,"84,922",+198,634 ,,"82,760",+174,"1,528",23,"2,509",19,"1,377,915","40,714","33,843,508 ",Asia,399,"53,381",25
96,96,Finland,"82,053",+346,868 ,,"46,000",,"35,185",41,"14,791",156,"4,145,966","747,372","5,547,395 ",Europe,68,"6,391",1
97,97,Mozambique,"68,578",,789 ,,"58,383",,"9,406",68,"2,148",25,"494,568","15,490","31,927,207 ",Africa,466,"40,465",65
98,98,El Salvador,"66,489",+174,"2,051 ",+3,"62,958",+618,"1,480",60,"10,211",315,"871,383","133,821","6,511,554 ",North America,98,"3,175",7
99,99,Luxembourg,"63,650",,768 ,,"58,874",,"4,008",30,"100,421","1,212","2,490,226","3,928,849","633,831 ",Europe,10,825,0
100,100,Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,282",34,"1,187,367","43,890","27,053,489 ",Africa,438,"29,438",23
101,101,Singapore,"60,653",+20,30 ,,"60,322",,301,1,"10,305",5,"8,789,647","1,493,329","5,885,942 ",Asia,97,"196,198",1
102,102,Afghanistan,"57,242",+82,"2,529 ",+8,"51,989",+27,"2,724","1,120","1,445",64,"369,631","9,334","39,602,548 ",Asia,692,"15,659",107
103,103,Cyprus,"51,035",,272 ,,"39,061",,"11,702",52,"42,033",224,"3,888,225","3,202,397","1,214,161 ",Asia,24,"4,464",0
104,104,Namibia,"45,323",,564 ,,"43,555",,"1,204",20,"17,592",219,"359,894","139,691","2,576,359 ",Africa,57,"4,568",7
105,105,Ivory Coast,"45,089",,260 ,,"44,197",,632,,"1,677",10,"548,998","20,424","26,880,102 ",Africa,596,"103,385",49
106,106,Botswana,"42,674",,636 ,,"38,203",,"3,835",1,"17,869",266,"944,985","395,693","2,388,178 ",Africa,56,"3,755",3
107,107,Jamaica,"42,119",,669 ,,"18,785",,"22,665",44,"14,176",225,"301,319","101,414","2,971,180 ",North America,71,"4,441",10
108,108,Uganda,"41,113",,337 ,,"40,685",,91,,878,7,"964,009","20,578","46,847,429 ",Africa,"1,139","139,013",49
109,109,Senegal,"39,431",+67,"1,078 ",+1,"38,174",+73,179,16,"2,308",63,"454,201","26,588","17,082,675 ",Africa,433,"15,847",38
110,110,Zimbabwe,"37,273",,"1,538 ",,"34,862",,873,12,"2,480",102,"393,000","26,148","15,029,879 ",Africa,403,"9,772",38
111,111,Malawi,"33,805",,"1,127 ",,"31,360",,"1,318",23,"1,733",58,"223,379","11,450","19,509,540 ",Africa,577,"17,311",87
112,112,Thailand,"32,625",+967,97 ,,"28,214",+53,"4,314",1,466,1,"8,124,896","116,177","69,935,763 ",Asia,"2,144","720,987",9
113,113,Sudan,"30,111",,"2,063 ",,"24,214",,"3,834",,675,46,"232,965","5,219","44,636,299 ",Africa,"1,482","21,637",192
114,114,Malta,"29,614",+66,402 ,,"28,654",+44,558,,"66,931",909,"832,727","1,882,060","442,455 ",Europe,15,"1,101",1
115,115,Australia,"29,402",+6,909 ,,"26,356",+4,"2,137",,"1,143",35,"16,101,054","625,807","25,728,466 ",Australia/Oceania,875,"28,304",2
116,116,DRC,"28,542",,745 ,,"25,841",,"1,956",,311,8,"143,197","1,562","91,648,013 ",Africa,"3,211","123,017",640
117,117,Madagascar,"28,063",+515,500 ,+7,"23,878",+397,"3,685",246,994,18,"154,334","5,466","28,237,696 ",Africa,"1,006","56,475",183
118,118,Maldives,"25,524",,67 ,,"22,429",,"3,028",82,"46,587",122,"665,151","1,214,043","547,881 ",Asia,21,"8,177",1
119,119,Rwanda,"23,343",,314 ,,"21,072",,"1,957",6,"1,769",24,"1,214,021","91,979","13,198,879 ",Africa,565,"42,035",11
120,120,Angola,"23,331",,550 ,,"21,890",,891,13,693,16,"440,970","13,105","33,649,497 ",Africa,"1,442","61,181",76
121,121,Guinea,"20,807",,133 ,,"18,473",,"2,201",24,"1,552",10,"413,716","30,860","13,406,179 ",Africa,644,"100,798",32
122,122,Gabon,"20,636",,127 ,,"17,456",,"3,053",20,"9,106",56,"662,689","292,436","2,266,102 ",Africa,110,"17,843",3
123,123,Syria,"20,118",,"1,368 ",,"13,895",,"4,855",,"1,128",77,,,"17,827,337 ",Asia,886,"13,032",
124,124,Mayotte,"19,643",,167 ,,"2,964",,"16,512",7,"70,691",601,"162,430","584,548","277,873 ",Africa,14,"1,664",2
125,125,French Polynesia,"18,652",,141 ,,"4,842",,"13,669",2,"66,103",500,"26,355","93,403","282,165 ",Australia/Oceania,15,"2,001",11
126,126,Cabo Verde,"18,629",,177 ,,"17,077",,"1,375",23,"33,227",316,"136,106","242,763","560,654 ",Africa,30,"3,168",4
127,127,Mauritania,"18,012",,450 ,,"17,322",,240,14,"3,797",95,"214,857","45,295","4,743,489 ",Africa,263,"10,541",22
128,128,French Guiana,"17,549",,94 ,,"9,995",,"7,460",9,"57,608",309,"169,271","555,666","304,627 ",South America,17,"3,241",2
129,129,Réunion,"17,508",,123 ,,"16,011",,"1,374",54,"19,448",137,"100,098","111,188","900,257 ",Africa,51,"7,319",9
130,130,Eswatini,"17,373",,669 ,,"16,645",,59,3,"14,856",572,"173,142","148,054","1,169,449 ",Africa,67,"1,748",7
131,131,Mongolia,"15,014",+831,22 ,+2,"9,159",+284,"5,833",88,"4,524",7,"2,389,021","719,801","3,319,001 ",Asia,221,"150,864",1
132,133,Burkina Faso,"12,956",,152 ,,"12,593",,211,,607,7,"175,176","8,208","21,343,110 ",Africa,"1,647","140,415",122
133,134,Haiti,"12,840",,251 ,,"11,447",,"1,142",,"1,116",22,"54,379","4,725","11,509,894 ",North America,896,"45,856",212
134,135,Andorra,"12,497",,120 ,,"11,770",,607,12,"161,541","1,551","193,595","2,502,488","77,361 ",Europe,6,645,0
135,136,Belize,"12,485",,318 ,,"12,106",,61,1,"30,966",789,"103,373","256,388","403,190 ",North America,32,"1,268",4
136,137,Somalia,"12,271",,605 ,,"5,129",,"6,537",,756,37,"98,053","6,040","16,233,401 ",Africa,"1,323","26,832",166
137,138,Guadeloupe,"12,140",,174  ,,"2,242",,"9,724",13,"30,337",435,"159,029","397,397","400,177 ",North America,33,"2,300",3
138,139,Togo,"11,947",,116 ,,"9,190",,"2,641",,"1,418",14,"290,782","34,502","8,427,876 ",Africa,705,"72,654",29
139,140,Mali,"11,705",,405 ,,"7,101",,"4,199",,566,20,"242,445","11,713","20,698,144 ",Africa,"1,768","51,107",85
140,141,Hong Kong,"11,569",,207 ,,"11,193",,169,7,"1,534",27,"11,193,673","1,483,778","7,544,037 ",Asia,652,"36,445",1
141,142,Curaçao,"11,180",,63 ,,"6,405",,"4,712",22,"67,917",383,"83,985","510,197","164,613 ",North America,15,"2,613",2
142,143,Guyana,"11,044",,252 ,,"9,688",,"1,104",14,"13,989",319,"98,199","124,383","789,492 ",South America,71,"3,133",8
143,144,Lesotho,"10,707",,315 ,,"4,674",,"5,718",,"4,968",146,"71,129","33,001","2,155,388 ",Africa,201,"6,843",30
144,145,South Sudan,"10,359",,114 ,,"10,090",,155,,917,10,"138,774","12,286","11,295,111 ",Africa,"1,090","99,080",81
145,146,Congo,"10,084",,137 ,,"8,208",,"1,739",,"1,794",24,"92,500","16,452","5,622,440 ",Africa,558,"41,040",61
146,147,Aruba,"10,016",,92 ,,"9,351",,573,14,"93,505",859,"134,854","1,258,941","107,117 ",North America,11,"1,164",1
147,148,Djibouti,"9,722",,94 ,,"7,763",,"1,865",,"9,731",94,"138,936","139,063","999,087 ",Africa,103,"10,629",7
148,149,Bahamas,"9,364",,189 ,,"8,837",,338,4,"23,638",477,"79,493","200,664","396,149 ",North America,42,"2,096",5
149,150,Suriname,"9,278",,179 ,,"8,654",,445,9,"15,707",303,"45,980","77,840","590,697 ",South America,64,"3,300",13
150,151,Martinique,"9,028",,57 ,,98,,"8,873",5,"24,072",152,"133,358","355,584","375,039 ",North America,42,"6,580",3
151,152,Papua New Guinea,"8,442",+100,68 ,,846,,"7,528",,930,7,"70,260","7,740","9,077,560 ",Australia/Oceania,"1,075","133,494",129
152,153,Trinidad and Tobago,"8,382",,145 ,,"7,723",,514,14,"5,974",103,"115,591","82,388","1,403,000 ",North America,167,"9,676",12
153,154,Benin,"7,515",,93 ,,"6,452",,970,35,608,8,"548,484","44,351","12,366,998 ",Africa,"1,646","132,978",23
154,155,Equatorial Guinea,"7,219",,106 ,,"6,799",,314,11,"5,019",74,"115,364","80,210","1,438,269 ",Africa,199,"13,569",12
155,156,Nicaragua,"6,727",,179 ,,"4,225",,"2,323",,"1,006",27,,,"6,685,439 ",North America,994,"37,349",
156,157,Iceland,"6,258",,29 ,,"6,126",,103,,"18,247",85,"558,666","1,628,968","342,957 ",Europe,55,"11,826",1
157,158,Gambia,"5,602",,168 ,,"5,145",,289,3,"2,269",68,"59,297","24,019","2,468,751 ",Africa,441,"14,695",42
158,159,CAR,"5,491",,74 ,,"5,056",,361,2,"1,122",15,"40,907","8,358","4,894,487 ",Africa,891,"66,142",120
159,160,Yemen,"5,276",,"1,031 ",,"2,027",,"2,218",23,174,34,"20,872",688,"30,331,236 ",Asia,"5,749","29,419","1,453"
160,161,Niger,"5,072",,188 ,,"4,747",,137,1,204,8,"93,345","3,752","24,876,389 ",Africa,"4,905","132,321",266
161,162,San Marino,"4,956",,85 ,,"4,477",,394,10,"145,825","2,501","55,935","1,645,825","33,986 ",Europe,7,400,1
162,163,Chad,"4,625",,167 ,,"4,286",,172,,276,10,"110,863","6,604","16,787,343 ",Africa,"3,630","100,523",151
163,164,Seychelles,"4,395",,24 ,,"4,091",,280,,"44,476",243,"21,504","217,612","98,818 ",Africa,22,"4,117",5
164,165,Saint Lucia,"4,347",,64 ,,"4,160",,123,3,"23,589",347,"37,489","203,438","184,277 ",North America,42,"2,879",5
165,166,Gibraltar,"4,277",,94 ,,"4,180",,3,,"126,978","2,791","219,283","6,510,198","33,683 ",Europe,8,358,0
166,167,Cambodia,"4,238",+157,29 ,+3,"2,152",+72,"2,057",,251,2,"770,928","45,624","16,897,563 ",Asia,"3,987","582,675",22
167,168,Channel Islands,"4,051",,86 ,,"3,956",,9,1,"23,135",491,"399,901","2,283,817","175,102 ",Europe,43,"2,036",0
168,169,Sierra Leone,"3,995",,79 ,,"2,828",,"1,088",,493,10,"118,332","14,606","8,101,850 ",Africa,"2,028","102,555",68
169,170,Comoros,"3,789",,146 ,,"3,577",,66,,"4,287",165,,,"883,854 ",Africa,233,"6,054",
170,171,Barbados,"3,719",,44 ,,"3,587",,88,,"12,929",153,"145,814","506,918","287,648 ",North America,77,"6,537",2
171,172,Guinea-Bissau,"3,678",,66 ,,"3,059",,553,9,"1,836",33,"60,171","30,029","2,003,753 ",Africa,545,"30,360",33
172,173,Eritrea,"3,447",,10 ,,"3,166",,271,,962,3,"23,693","6,610","3,584,307 ",Africa,"1,040","358,431",151
173,174,Burundi,"3,119",,6 ,,773,,"2,340",,256,0.5,"90,019","7,402","12,162,250 ",Africa,"3,899","2,027,042",135
174,175,Liechtenstein,"2,753",+15,56 ,,"2,606",,91,4,"72,044","1,465","32,252","844,006","38,213 ",Europe,14,682,1
175,176,Vietnam,"2,693",+1,35 ,,"2,429",,229,,27,0.4,"2,598,753","26,514","98,015,919 ",Asia,"36,397","2,800,455",38
176,177,New Zealand,"2,574",+3,26 ,,"2,440",,108,,515,5,"1,942,141","388,265","5,002,100 ",Australia/Oceania,"1,943","192,388",3
177,178,Monaco,"2,374",,31 ,,"2,230",,113,6,"60,167",786,"51,953","1,316,699","39,457 ",Europe,17,"1,273",1
178,179,Turks and Caicos,"2,357",,17 ,,"2,280",,60,2,"60,249",435,"39,783","1,016,922","39,121 ",North America,17,"2,301",1
179,180,Sao Tome and Principe,"2,263",,35 ,,"2,179",,49,,"10,180",157,"12,597","56,668","222,294 ",Africa,98,"6,351",18
180,181,Sint Maarten,"2,185",,27 ,,"2,118",,40,1,"50,518",624,"25,304","585,037","43,252 ",North America,20,"1,602",2
181,182,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,475","5,149,058 ",Africa,"2,522","60,577",65
182,183,St. Vincent Grenadines,"1,790",,10 ,,"1,651",,129,2,"16,095",90,"43,812","393,947","111,213 ",North America,62,"11,121",3
183,184,Bermuda,"1,773",,14 ,,888,,871,28,"28,551",225,"214,340","3,451,585","62,099 ",North America,35,"4,436",0
184,185,Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,217",306,"26,385","673,533","39,174 ",North America,23,"3,265",1
185,186,Isle of Man,"1,574",,29 ,,"1,445",,100,,"18,435",340,"44,761","524,250","85,381 ",Europe,54,"2,944",2
