,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
11,11,Poland,"2,621,116","+21,283","59,930 ",+803,"2,229,801","+10,146","331,385","3,457","69,316","1,585","13,243,930","350,238","37,814,097 ",Europe,14,631,3
12,12,Argentina,"2,579,000",,"58,174 ",,"2,262,875",,"257,951","3,836","56,657","1,278","9,743,345","214,046","45,519,891 ",South America,18,782,5
13,13,Colombia,"2,569,314",,"66,482 ",,"2,408,624",,"94,208","4,299","50,078","1,296","13,439,422","261,944","51,306,497 ",South America,20,772,4
14,14,Mexico,"2,286,133","+4,293","210,294 ",+592,"1,815,237","+2,543","260,602","4,798","17,587","1,618","6,305,194","48,505","129,990,868 ",North America,57,618,21
15,15,Iran,"2,118,212",,"65,055 ",,"1,729,293",,"323,864","4,481","24,970",767,"13,866,887","163,463","84,831,939 ",Asia,40,"1,304",6
16,16,Ukraine,"1,887,338","+14,553","38,225 ",+467,"1,442,618","+12,384","406,495",177,"43,360",878,"8,716,400","200,251","43,527,334 ",Europe,23,"1,139",5
17,17,Peru,"1,659,707",,"55,489 ",,"1,584,425",,"19,793","2,599","49,796","1,665","10,086,002","302,609","33,330,131 ",South America,20,601,3
18,18,Czechia,"1,590,124","+5,033","28,124 ",+38,"1,480,882",+258,"81,118","1,097","148,270","2,622","14,872,167","1,386,741","10,724,549 ",Europe,7,381,1
19,19,Indonesia,"1,583,182","+5,656","42,906 ",+124,"1,431,892","+5,747","108,384",,"5,741",156,"13,584,986","49,260","275,782,804 ",Asia,174,"6,428",20
20,20,South Africa,"1,559,960",,"53,423 ",,"1,485,315",,"21,222",546,"26,046",892,"10,181,143","169,991","59,892,296 ",Africa,38,"1,121",6
21,21,Netherlands,"1,364,025",,"16,822 ",,N/A,N/A,N/A,782,"79,467",980,"11,292,587","657,901","17,164,578 ",Europe,13,"1,020",2
22,22,Chile,"1,088,710",,"24,518 ",,"1,020,925",,"43,267","3,203","56,573","1,274","12,021,128","624,654","19,244,471 ",South America,18,785,2
23,23,Canada,"1,078,562",,"23,392 ",,"976,877",,"78,293",928,"28,383",616,"29,251,338","769,756","38,000,812 ",North America,35,"1,625",1
24,24,Romania,"1,016,449","+4,076","25,605 ",+164,"920,653","+5,189","70,191","1,521","53,115","1,338","7,773,502","406,206","19,136,844 ",Europe,19,747,2
25,25,Iraq,"941,078",,"14,796 ",,"826,323",,"99,959",477,"22,996",362,"8,599,946","210,144","40,924,041 ",Asia,43,"2,766",5
26,26,Belgium,"930,603","+3,374","23,566 ",+63,"59,964",+91,"847,073",919,"80,024","2,026","11,767,945","1,011,938","11,629,113 ",Europe,12,493,1
27,27,Philippines,"892,880","+8,122","15,447 ",+162,"704,386",+501,"173,047",750,"8,064",140,"10,857,391","98,063","110,719,062 ",Asia,124,"7,168",10
28,28,Sweden,"876,506",,"13,660 ",,N/A,N/A,N/A,391,"86,368","1,346","7,847,033","773,218","10,148,535 ",Europe,12,743,1
29,29,Israel,"836,469",+135,"6,312 ",+3,"826,948",+180,"3,209",221,"90,944",686,"13,914,938","1,512,890","9,197,590 ",Asia,11,"1,457",1
30,30,Portugal,"828,173",,"16,923 ",,"785,809",,"25,441",118,"81,406","1,663","9,563,681","940,070","10,173,374 ",Europe,12,601,1
31,31,Pakistan,"734,423","+4,503","15,754 ",+135,"641,912","+3,645","76,757","4,216","3,275",70,"10,878,086","48,513","224,230,425 ",Asia,305,"14,233",21
32,32,Hungary,"731,675","+3,597","24,265 ",+285,"435,344","+4,220","272,066","1,204","75,891","2,517","5,011,794","519,836","9,641,101 ",Europe,13,397,2
33,33,Bangladesh,"703,170","+5,185","9,987 ",+96,"591,299","+5,333","101,884",,"4,237",60,"5,095,613","30,702","165,971,278 ",Asia,236,"16,619",33
34,34,Jordan,"672,090",,"7,937 ",,"610,614",,"53,539",729,"65,364",772,"6,372,263","619,733","10,282,272 ",Asia,15,"1,295",2
35,35,Serbia,"648,745",,"5,808 ",,"566,122",,"76,815",247,"74,485",667,"3,617,179","415,303","8,709,738 ",Europe,13,"1,500",2
36,36,Switzerland,"625,367",,"10,472 ",,"560,294",,"54,601",214,"71,847","1,203","6,437,818","739,629","8,704,121 ",Europe,14,831,1
37,37,Austria,"584,205","+2,942","9,779 ",+31,"544,989","+3,203","29,437",586,"64,577","1,081","27,703,138","3,062,267","9,046,612 ",Europe,15,925,0
38,38,Japan,"508,802",,"9,425 ",,"468,770",,"30,607",596,"4,033",75,"10,529,634","83,454","126,172,557 ",Asia,248,"13,387",12
39,39,Morocco,"502,961",,"8,915 ",,"489,288",,"4,758",246,"13,502",239,"6,116,735","164,198","37,252,112 ",Africa,74,"4,179",6
40,40,Lebanon,"499,839",,"6,738 ",,"411,710",,"81,391",844,"73,490",991,"3,740,454","549,950","6,801,443 ",Asia,14,"1,009",2
41,41,UAE,"487,697",,"1,537 ",,"471,906",,"14,254",,"48,849",154,"40,669,721","4,073,618","9,983,685 ",Asia,20,"6,496",0
42,42,Saudi Arabia,"400,228",,"6,773 ",,"384,635",,"8,820",962,"11,358",192,"15,919,088","451,778","35,236,508 ",Asia,88,"5,202",2
43,43,Bulgaria,"378,059",,"14,746 ",,"293,351",,"69,962",799,"54,733","2,135","2,303,963","333,553","6,907,330 ",Europe,18,468,3
44,44,Slovakia,"373,107","+1,069","10,798 ",+82,"255,300",,"107,009",488,"68,313","1,977","2,458,340","450,104","5,461,715 ",Europe,15,506,2
45,45,Malaysia,"365,829","+1,889","1,353 ",+8,"347,780","+1,485","16,696",204,"11,191",41,"8,345,401","255,292","32,689,620 ",Asia,89,"24,161",4
46,46,Panama,"359,121",,"6,173 ",,"348,953",,"3,995",105,"82,222","1,413","2,252,943","515,818","4,367,710 ",North America,12,708,2
47,47,Ecuador,"347,589",,"17,351 ",,"298,604",,"31,634",600,"19,471",972,"1,198,764","67,150","17,851,927 ",South America,51,"1,029",15
48,48,Belarus,"337,635",,"2,373 ",,"327,848",,"7,414",,"35,740",251,"5,570,822","589,699","9,446,886 ",Europe,28,"3,981",2
49,49,Greece,"301,103",,"9,054 ",,"254,804",,"37,245",802,"28,999",872,"7,185,541","692,044","10,383,068 ",Europe,34,"1,147",1
50,50,Croatia,"297,973","+3,099","6,399 ",+41,"277,694","+1,274","13,880",185,"72,936","1,566","1,663,542","407,194","4,085,376 ",Europe,14,638,2
51,51,Georgia,"291,214","+1,085","3,901 ",+7,"278,683",+432,"8,630",,"73,111",979,"3,758,475","943,592","3,983,159 ",Asia,14,"1,021",1
52,52,Azerbaijan,"289,601",,"3,978 ",,"253,762",,"31,861",,"28,363",390,"3,040,386","297,767","10,210,604 ",Asia,35,"2,567",3
53,53,Bolivia,"284,183","+1,099","12,496 ",+27,"233,646","+1,224","38,041",71,"24,089","1,059","1,010,063","85,619","11,797,242 ",South America,42,944,12
54,54,Nepal,"280,984",,"3,058 ",,"274,318",,"3,608",,"9,510",104,"2,321,670","78,581","29,544,908 ",Asia,105,"9,662",13
55,55,Kazakhstan,"276,054","+2,229","3,286 ",+26,"237,446","+1,584","35,322",221,"14,566",173,"9,283,107","489,821","18,952,041 ",Asia,69,"5,768",2
56,56,Tunisia,"274,604",,"9,396 ",,"228,267",,"36,941",436,"23,046",789,"1,191,995","100,040","11,915,218 ",Africa,43,"1,268",10
57,57,Palestine,"272,767",,"2,901 ",,"237,046",,"32,820",182,"52,520",559,"1,636,553","315,112","5,193,556 ",Asia,19,"1,790",3
58,58,Dominican Republic,"258,637",,"3,397 ",,"217,008",,"38,232",148,"23,657",311,"1,352,703","123,728","10,932,898 ",North America,42,"3,218",8
59,59,Kuwait,"250,273",,"1,419 ",,"233,757",,"15,097",235,"57,936",328,"2,178,279","504,252","4,319,819 ",Asia,17,"3,044",2
60,60,Moldova,"242,364",,"5,438 ",,"225,036",,"11,890",293,"60,191","1,351","909,884","225,968","4,026,606 ",Europe,17,740,4
61,61,Ireland,"241,684",,"4,803 ",,"23,364",,"213,517",46,"48,523",964,"4,209,763","845,188","4,980,858 ",Europe,21,"1,037",1
62,62,Paraguay,"240,141",,"4,978 ",,"196,718",,"38,445",485,"33,349",691,"988,044","137,211","7,200,926 ",South America,30,"1,447",7
63,63,Denmark,"238,869",,"2,446 ",,"228,007",,"8,416",39,"41,126",421,"29,940,622","5,154,910","5,808,176 ",Europe,24,"2,375",0
64,64,Ethiopia,"232,512",,"3,230 ",,"173,818",,"55,464",967,"1,984",28,"2,460,888","21,002","117,174,733 ",Africa,504,"36,277",48
65,65,Lithuania,"229,260","+1,284","3,718 ",+4,"208,123",+732,"17,419",151,"85,152","1,381","2,536,278","942,023","2,692,373 ",Europe,12,724,1
66,66,Slovenia,"229,076","+1,233","4,135 ",+5,"211,485","+1,566","13,456",154,"110,177","1,989","1,115,238","536,388","2,079,162 ",Europe,9,503,2
67,67,Costa Rica,"225,343",,"3,044 ",,"196,060",,"26,239",221,"43,922",593,"842,015","164,120","5,130,473 ",North America,23,"1,685",6
68,68,Egypt,"212,130",,"12,526 ",,"160,431",,"39,173",90,"2,043",121,"2,677,262","25,783","103,836,905 ",Africa,489,"8,290",39
69,69,Guatemala,"205,322",,"7,057 ",,"187,052",,"11,213",5,"11,298",388,"1,118,361","61,538","18,173,591 ",North America,89,"2,575",16
70,70,Armenia,"205,128","+1,075","3,794 ",+19,"184,243",+583,"17,091",,"69,123","1,278","915,473","308,491","2,967,583 ",Asia,14,782,3
71,71,Honduras,"196,704",+618,"4,873 ",+12,"76,081",+129,"115,750",576,"19,617",486,"545,442","54,395","10,027,388 ",North America,51,"2,058",18
72,72,Qatar,"191,979",,340 ,,"170,787",,"20,852",479,"68,373",121,"1,814,379","646,191","2,807,805 ",Asia,15,"8,258",2
73,73,Bosnia and Herzegovina,"184,698",,"7,487 ",,"141,602",,"35,609",,"56,573","2,293","846,536","259,293","3,264,785 ",Europe,18,436,4
74,74,Venezuela,"176,972",,"1,815 ",,"159,547",,"15,610",237,"6,237",64,"3,359,014","118,389","28,372,704 ",South America,160,"15,632",8
75,75,Oman,"175,633","+1,269","1,807 ",+9,"155,645",+874,"18,181",264,"33,727",347,"1,550,000","297,651","5,207,442 ",Asia,30,"2,882",3
76,76,Libya,"170,045",+541,"2,834 ",+4,"155,117",+897,"12,094",,"24,487",408,"921,545","132,707","6,944,187 ",Africa,41,"2,450",8
77,77,Nigeria,"163,911",,"2,061 ",,"154,225",,"7,625",11,780,10,"1,838,174","8,749","210,106,735 ",Africa,"1,282","101,944",114
78,78,Bahrain,"158,789",,566 ,,"147,162",,"11,061",84,"90,877",324,"3,815,826","2,183,841","1,747,300 ",Asia,11,"3,087",0
79,79,Uruguay,"149,430",,"1,595 ",,"116,533",,"31,302",486,"42,901",458,"1,561,178","448,208","3,483,158 ",South America,23,"2,184",2
80,80,Kenya,"147,147",,"2,394 ",,"99,580",,"45,173",239,"2,690",44,"1,571,244","28,729","54,692,071 ",Africa,372,"22,845",35
81,81,North Macedonia,"143,162",,"4,289 ",,"118,946",,"19,927",124,"68,719","2,059","674,378","323,706","2,083,307 ",Europe,15,486,3
82,82,Myanmar,"142,605",+9,"3,206 ",,"131,874",+5,"7,525",,"2,607",59,"2,556,004","46,732","54,695,129 ",Asia,384,"17,060",21
83,83,Albania,"128,752",,"2,326 ",,"98,903",,"27,523",18,"44,778",809,"590,174","205,254","2,875,332 ",Europe,22,"1,236",5
84,84,Algeria,"118,799",,"3,137 ",,"82,813",,"32,849",19,"2,672",71,"230,861","5,192","44,467,657 ",Africa,374,"14,175",193
85,85,Estonia,"115,629",+549,"1,057 ",+8,"97,889","+1,045","16,683",68,"87,120",796,"1,209,128","911,013","1,327,234 ",Europe,11,"1,256",1
86,86,S. Korea,"111,419",+731,"1,782 ",+7,"101,983",+651,"7,654",100,"2,172",35,"8,245,388","160,717","51,303,772 ",Asia,460,"28,790",6
87,87,Latvia,"109,088",+733,"2,019 ",+17,"99,840",,"7,229",94,"58,342","1,080","2,068,890","1,106,484","1,869,788 ",Europe,17,926,1
88,88,Norway,"105,008",,688 ,,"88,952",,"15,368",57,"19,252",126,"4,896,385","897,697","5,454,387 ",Europe,52,"7,928",1
89,89,Sri Lanka,"95,620",,602 ,,"92,151",+225,"2,867",,"4,451",28,"2,374,627","110,532","21,483,547 ",Asia,225,"35,687",9
90,90,Montenegro,"94,643",,"1,391 ",,"89,235",,"4,017",69,"150,675","2,215","354,624","564,573","628,128 ",Europe,7,452,2
91,91,Ghana,"91,410",,761 ,,"89,219",,"1,430",10,"2,895",24,"1,032,144","32,686","31,577,420 ",Africa,345,"41,495",31
92,92,Kyrgyzstan,"90,839",+240,"1,534 ",+2,"86,313",+161,"2,992",25,"13,747",232,"913,797","138,285","6,608,070 ",Asia,73,"4,308",7
93,93,Zambia,"90,218",,"1,229 ",,"88,144",,845,56,"4,803",65,"1,314,850","70,002","18,783,167 ",Africa,208,"15,283",14
94,94,Cuba,"88,445",,476 ,,"83,087",,"4,882",61,"7,812",42,"3,256,543","287,650","11,321,194 ",North America,128,"23,784",3
95,95,Uzbekistan,"85,503",+212,634 ,,"83,264",+175,"1,605",23,"2,526",19,"1,377,915","40,710","33,847,485 ",Asia,396,"53,387",25
96,96,Finland,"82,964",+400,877 ,,"46,000",,"36,087",38,"14,955",158,"4,204,546","757,922","5,547,466 ",Europe,67,"6,326",1
97,97,Mozambique,"68,871",,794 ,,"59,901",,"8,176",68,"2,157",25,"498,247","15,602","31,934,412 ",Africa,464,"40,220",64
98,98,El Salvador,"66,816",+159,"2,057 ",+3,"63,196",+124,"1,563",60,"10,261",316,"876,378","134,583","6,511,822 ",North America,97,"3,166",7
99,99,Luxembourg,"64,062",,777 ,,"60,012",,"3,273",30,"101,058","1,226","2,520,656","3,976,337","633,914 ",Europe,10,816,0
100,100,Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,281",34,"1,257,949","46,489","27,058,922 ",Africa,438,"29,444",22
101,101,Singapore,"60,719",+27,30 ,,"60,374",,315,1,"10,315",5,"9,036,706","1,535,205","5,886,318 ",Asia,97,"196,211",1
102,102,Afghanistan,"57,534",+42,"2,533 ",+1,"52,022",+9,"2,979","1,124","1,453",64,"375,610","9,483","39,609,752 ",Asia,688,"15,637",105
103,103,Cyprus,"52,652",,274 ,,"39,061",,"13,317",63,"43,362",226,"4,052,674","3,337,641","1,214,233 ",Asia,23,"4,432",0
104,104,Namibia,"45,949",,586 ,,"43,984",,"1,379",32,"17,832",227,"365,079","141,683","2,576,737 ",Africa,56,"4,397",7
105,105,Ivory Coast,"45,265",,269 ,,"44,771",,225,,"1,684",10,"557,294","20,728","26,885,472 ",Africa,594,"99,946",48
106,106,Botswana,"43,444",,663  ,,"38,923",,"3,858",1,"18,188",278,"958,802","401,413","2,388,568 ",Africa,55,"3,603",2
107,107,Jamaica,"42,924",,682 ,,"19,136",,"23,106",37,"14,446",230,"307,193","103,387","2,971,286 ",North America,69,"4,357",10
108,108,Uganda,"41,204",,337 ,,"40,779",,88,24,879,7,"971,265","20,727","46,859,327 ",Africa,"1,137","139,048",48
109,109,Senegal,"39,495",,"1,081 ",,"38,241",,173,14,"2,312",63,"456,487","26,717","17,086,304 ",Africa,433,"15,806",37
110,110,Zimbabwe,"37,330",,"1,543 ",,"34,932",,855,12,"2,483",103,"394,257","26,228","15,031,654 ",Africa,403,"9,742",38
111,111,Thailand,"35,910","+1,335",97 ,,"28,322",+34,"7,491",1,513,1,"8,124,896","116,174","69,937,195 ",Asia,"1,948","721,002",9
112,112,Malawi,"33,872",,"1,133 ",,"31,572",,"1,167",19,"1,736",58,"224,959","11,528","19,513,605 ",Africa,576,"17,223",87
113,113,Sudan,"31,700",,"2,194 ",,"25,451",,"4,055",,710,49,"232,965","5,218","44,644,713 ",Africa,"1,408","20,349",192
114,114,Malta,"29,778",+58,403 ,,"28,797",+41,578,,"67,300",911,"838,522","1,895,119","442,464 ",Europe,15,"1,098",1
115,115,Australia,"29,442",+5,910 ,,"26,380",+19,"2,152",,"1,144",35,"16,210,906","630,017","25,730,890 ",Australia/Oceania,874,"28,276",2
116,116,Madagascar,"29,348",+583,520 ,+8,"24,695",+285,"4,133",246,"1,039",18,"158,085","5,597","28,243,550 ",Africa,962,"54,315",179
117,117,DRC,"28,665",,745 ,,"25,841",,"2,079",,313,8,"143,197","1,562","91,670,432 ",Africa,"3,198","123,048",640
118,118,Maldives,"25,759",,67 ,,"22,981",,"2,711",82,"47,009",122,"673,528","1,229,158","547,959 ",Asia,21,"8,178",1
119,119,Angola,"23,697",,554 ,,"22,115",,"1,028",15,704,16,"443,086","13,164","33,657,917 ",Africa,"1,420","60,754",76
120,120,Rwanda,"23,603",,316 ,,"21,395",,"1,892",6,"1,788",24,"1,230,808","93,232","13,201,519 ",Africa,559,"41,777",11
121,121,Guinea,"21,106",,136 ,,"18,686",,"2,284",24,"1,574",10,"416,078","31,030","13,409,110 ",Africa,635,"98,596",32
122,122,Gabon,"20,971",,129 ,,"17,762",,"3,080",20,"9,252",57,"669,004","295,166","2,266,534 ",Africa,108,"17,570",3
123,123,Syria,"20,435",,"1,392 ",,"14,230",,"4,813",,"1,146",78,"103,566","5,808","17,830,832 ",Asia,873,"12,810",172
124,124,Mayotte,"19,706",,167 ,,"2,964",,"16,575",8,"70,903",601,"165,683","596,136","277,928 ",Africa,14,"1,664",2
125,125,Cabo Verde,"19,231",,187 ,,"17,487",,"1,557",23,"34,298",334,"136,977","244,295","560,703 ",Africa,29,"2,998",4
126,126,French Polynesia,"18,678",,141 ,,"4,842",,"13,695",2,"66,192",500,"26,355","93,398","282,179 ",Australia/Oceania,15,"2,001",11
127,127,Réunion,"18,425",,135 ,,"16,794",,"1,496",54,"20,465",150,"100,098","111,182","900,309 ",Africa,49,"6,669",9
128,128,Eswatini,"18,402",,669 ,,"17,682",,51,3,"15,734",572,"174,638","149,321","1,169,548 ",Africa,64,"1,748",7
129,129,Mauritania,"18,052",,451 ,,"17,398",,203,14,"3,805",95,"217,078","45,754","4,744,494 ",Africa,263,"10,520",22
130,130,Mongolia,"17,823","+1,220",29 ,+2,"10,253",+366,"7,541",88,"5,369",9,"2,503,759","754,273","3,319,434 ",Asia,186,"114,463",1
131,131,French Guiana,"17,806",,95 ,,"9,995",,"7,716",9,"58,440",312,"172,132","564,941","304,690 ",South America,17,"3,207",2
132,133,Burkina Faso,"12,989",,153 ,,"12,627",,209,,608,7,"175,352","8,214","21,347,826 ",Africa,"1,644","139,528",122
133,134,Haiti,"12,855",,251 ,,"11,513",,"1,091",,"1,117",22,"60,085","5,220","11,511,033 ",North America,895,"45,861",192
134,135,Guadeloupe,"12,717",,176 ,,"2,242",,"10,299",13,"31,778",440,"164,128","410,137","400,178 ",North America,31,"2,274",2
135,136,Andorra,"12,614",,121 ,,"11,932",,561,29,"163,052","1,564","193,595","2,502,456","77,362 ",Europe,6,639,0
136,137,Somalia,"12,566",,618 ,,"5,270",,"6,678",,774,38,"100,631","6,198","16,237,049 ",Africa,"1,292","26,274",161
137,138,Belize,"12,513",,318 ,,"12,137",,58,1,"31,030",789,"107,277","266,032","403,249 ",North America,32,"1,268",4
138,139,Mali,"12,179",,417 ,,"7,194",,"4,568",,588,20,"243,860","11,779","20,702,944 ",Africa,"1,700","49,647",85
139,140,Togo,"12,034",,116 ,,"9,303",,"2,615",,"1,428",14,"292,368","34,684","8,429,471 ",Africa,700,"72,668",29
140,141,Hong Kong,"11,613",+5,208 ,,"11,237",+10,168,6,"1,539",28,"11,193,673","1,483,680","7,544,535 ",Asia,650,"36,272",1
141,142,Curaçao,"11,430",,74 ,,"7,189",,"4,167",22,"69,433",450,"85,774","521,049","164,618 ",North America,14,"2,225",2
142,143,Guyana,"11,277",,258 ,,"9,796",,"1,223",15,"14,283",327,"101,263","128,258","789,523 ",South America,70,"3,060",8
143,144,Lesotho,"10,709",,315 ,,"5,028",,"5,366",,"4,968",146,"71,629","33,230","2,155,527 ",Africa,201,"6,843",30
144,145,South Sudan,"10,387",,114 ,,"10,148",,125,,920,10,"140,302","12,420","11,296,186 ",Africa,"1,088","99,089",81
145,146,Aruba,"10,122",,92 ,,"9,515",,515,14,"94,491",859,"137,229","1,281,065","107,121 ",North America,11,"1,164",1
146,147,Congo,"10,084",,137 ,,"8,208",,"1,739",,"1,793",24,"92,500","16,449","5,623,557 ",Africa,558,"41,048",61
147,148,Djibouti,"10,077",,102 ,,"8,394",,"1,581",,"10,085",102,"141,406","141,519","999,205 ",Africa,99,"9,796",7
148,149,Martinique,"9,890",,64 ,,98,,"9,728",24,"26,371",171,"140,946","375,819","375,037 ",North America,38,"5,860",3
149,150,Bahamas,"9,505",,190 ,,"8,965",,350,3,"23,992",480,"80,704","203,705","396,180 ",North America,42,"2,085",5
150,151,Suriname,"9,363",,184 ,,"8,711",,468,9,"15,850",311,"46,424","78,586","590,740 ",South America,63,"3,211",13
151,152,Papua New Guinea,"8,984",+170,71 ,+2,846,,"8,067",,990,8,"70,260","7,739","9,078,952 ",Australia/Oceania,"1,011","127,873",129
152,153,Trinidad and Tobago,"8,511",,146 ,,"7,799",,566,14,"6,066",104,"118,247","84,279","1,403,038 ",North America,165,"9,610",12
153,154,Benin,"7,515",,93 ,,"6,452",,970,35,608,8,"548,484","44,341","12,369,609 ",Africa,"1,646","133,007",23
154,155,Equatorial Guinea,"7,259",+40,106 ,,"6,885",+86,268,11,"5,046",74,"116,266","80,816","1,438,649 ",Africa,198,"13,572",12
155,156,Nicaragua,"6,778",,180 ,,"4,225",,"2,373",,"1,014",27,,,"6,686,084 ",North America,986,"37,145",
156,157,Iceland,"6,274",,29 ,,"6,152",,93,,"18,293",85,"564,307","1,645,325","342,976 ",Europe,55,"11,827",1
157,158,CAR,"5,682",,75 ,,"5,112",,495,2,"1,161",15,"40,907","8,357","4,895,176 ",Africa,862,"65,269",120
158,159,Gambia,"5,602",,168 ,,"5,145",,289,3,"2,269",68,"59,297","24,014","2,469,309 ",Africa,441,"14,698",42
159,160,Yemen,"5,507",,"1,073 ",,"2,070",,"2,364",23,182,35,"22,934",756,"30,336,633 ",Asia,"5,509","28,273","1,323"
160,161,Niger,"5,081",,189 ,,"4,760",,132,1,204,8,"93,751","3,768","24,883,615 ",Africa,"4,897","131,659",265
161,162,San Marino,"4,985",,86 ,,"4,568",,331,8,"146,674","2,530","56,871","1,673,316","33,987 ",Europe,7,395,1
162,163,Cambodia,"4,874",+178,35 ,+2,"2,290",+38,"2,549",,288,2,"788,973","46,686","16,899,460 ",Asia,"3,467","482,842",21
163,164,Chad,"4,652",,167 ,,"4,306",,179,,277,10,"110,863","6,602","16,791,222 ",Africa,"3,609","100,546",151
164,165,Seychelles,"4,633",,25  ,,"4,310",,298,,"46,882",253,"21,504","217,601","98,823 ",Africa,21,"3,953",5
165,166,Saint Lucia,"4,355",,64 ,,"4,179",,112,1,"23,632",347,"37,758","204,890","184,284 ",North America,42,"2,879",5
166,167,Gibraltar,"4,277",,94 ,,"4,181",,2,,"126,978","2,791","219,808","6,525,785","33,683 ",Europe,8,358,0
167,168,Channel Islands,"4,053",,86 ,,"3,956",,11,1,"23,145",491,"399,901","2,283,648","175,115 ",Europe,43,"2,036",0
168,169,Sierra Leone,"4,009",,79 ,,"2,832",,"1,098",,495,10,"118,332","14,603","8,103,183 ",Africa,"2,021","102,572",68
169,170,Comoros,"3,796",,146 ,,"3,582",,68,,"4,294",165,,,"884,006 ",Africa,233,"6,055",
170,171,Barbados,"3,740",,44 ,,"3,623",,73,,"13,002",153,"146,575","509,558","287,651 ",North America,77,"6,538",2
171,172,Guinea-Bissau,"3,693",,66 ,,"3,083",,544,9,"1,843",33,"60,565","30,220","2,004,135 ",Africa,543,"30,366",33
172,173,Eritrea,"3,469",,10 ,,"3,231",,228,,968,3,"23,693","6,609","3,584,710 ",Africa,"1,033","358,471",151
173,174,Burundi,"3,262",,6 ,,773,,"2,483",,268,0.5,"90,019","7,400","12,165,166 ",Africa,"3,729","2,027,528",135
174,175,Liechtenstein,"2,768",,56 ,,"2,634",,78,5,"72,434","1,465","32,252","843,984","38,214 ",Europe,14,682,1
175,176,Vietnam,"2,717",+3,35 ,,"2,445",,237,,28,0.4,"2,598,753","26,512","98,023,091 ",Asia,"36,078","2,800,660",38
176,177,New Zealand,"2,589",+2,26 ,,"2,462",+3,101,,518,5,"1,953,823","390,601","5,002,100 ",Australia/Oceania,"1,932","192,388",3
177,178,Monaco,"2,378",,31 ,,"2,260",,87,6,"60,264",786,"51,953","1,316,599","39,460 ",Europe,17,"1,273",1
178,179,Turks and Caicos,"2,360",,17 ,,"2,285",,58,2,"60,318",434,"41,426","1,058,784","39,126 ",North America,17,"2,302",1
179,180,Sao Tome and Principe,"2,268",,35 ,,"2,192",,41,,"10,201",157,"12,597","56,660","222,327 ",Africa,98,"6,352",18
180,181,Sint Maarten,"2,188",,27 ,,"2,124",,37,1,"50,583",624,"25,304","584,982","43,256 ",North America,20,"1,602",2
181,182,Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,473","5,150,035 ",Africa,"2,522","60,589",65
182,183,Bermuda,"1,912",,16 ,,"1,037",,859,41,"30,791",258,"218,967","3,526,209","62,097 ",North America,32,"3,881",0
183,184,St. Vincent Grenadines,"1,806",,10 ,,"1,665",,131,2,"16,239",90,"43,985","395,492","111,216 ",North America,62,"11,122",3
184,185,Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,211",306,"26,385","673,430","39,180 ",North America,23,"3,265",1
