,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,World,"140,558,460","+53,399","3,012,991","+1,438","119,457,550","+52,693","18,087,919","106,795","18,032",386.5,,,,All,"
",,
26,26,Belgium,"943,213","+3,904","23,681 ",+45,"794,506","+5,083","125,026",930,"81,105","2,036","11,907,015","1,023,861","11,629,525 ",Europe,12,491,1
27,27,Philippines,"914,971",,"15,738 ",,"705,757",,"193,476",750,"8,263",142,"11,036,556","99,670","110,731,018 ",Asia,121,"7,036",10
28,28,Sweden,"900,138",,"13,788 ",,"724,648",,"161,702",391,"88,692","1,359","7,847,033","773,179","10,149,050 ",Europe,11,736,1
29,29,Israel,"836,740",,"6,315 ",,"827,745",,"2,680",201,"90,974",687,"13,929,118","1,514,431","9,197,590 ",Asia,11,"1,456",1
30,30,Portugal,"829,911",,"16,937 ",,"787,607",,"25,367",101,"81,579","1,665","9,690,372","952,546","10,173,131 ",Europe,12,601,1
31,31,Pakistan,"750,158","+4,976","16,094 ",+112,"654,956","+4,181","79,108","4,149","3,345",72,"11,072,531","49,372","224,265,640 ",Asia,299,"13,935",20
32,32,Hungary,"746,802","+4,604","24,979 ",+217,"450,791","+4,871","271,032","1,093","77,462","2,591","5,096,421","528,625","9,640,900 ",Europe,13,386,2
33,33,Bangladesh,"711,779",,"10,182 ",,"602,908",,"98,689",,"4,288",61,"5,134,478","30,933","165,984,716 ",Asia,233,"16,302",32
34,34,Jordan,"681,870",,"8,117 ",,"625,912",,"47,841",729,"66,310",789,"6,448,333","627,081","10,283,101 ",Asia,15,"1,267",2
35,35,Serbia,"657,716",,"5,920 ",,"579,625",,"72,171",239,"75,518",680,"3,661,150","420,365","8,709,451 ",Europe,13,"1,471",2
36,36,Switzerland,"632,399",,"10,503 ",,"566,679",,"55,217",222,"72,651","1,207","6,538,153","751,111","8,704,639 ",Europe,14,829,1
37,37,Austria,"589,299",,"9,843 ",,"550,470",,"28,986",558,"65,137","1,088","28,298,620","3,127,945","9,047,032 ",Europe,15,919,0
38,38,Japan,"520,745",,"9,538 ",,"475,574",,"35,633",670,"4,127",76,"10,754,285","85,237","126,169,398 ",Asia,242,"13,228",12
39,39,Lebanon,"506,808",,"6,854 ",,"420,223",,"79,731",795,"74,518","1,008","3,796,562","558,220","6,801,193 ",Asia,13,992,2
